Participant ID,Scene,Absolute time,Relative time in session,Happy,Enjoyment,Hope,Pride,Anger,Frustration,Anxiety,Fear,Shame,Hopelessness,Boredom,Surprise,Contempt,Disgust,Confusion,Curiosity,Sadness,Eureka,Neutral,Task Value,Boredom Average,Curiosity Average
MT208PN41017,scene0,9:47:02,0:22:26.056,2,3,4,2,1,1,2,1,3,1,1,3,2,1,1,3,1,1,5,4,,
MT208PN41017,scene1,10:10:32,0:45:56.132,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,5,4,,
MT208PN41017,scene2,10:34:42,1:10:06.498,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,4,,
MT208PN41017,scene3,10:50:52,1:26:16.779,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,4,,
MT208PN41017,scene4,11:07:01,1:42:25.460,3,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,5,4,1.6,2.4
MT208PN41018,scene0,14:31:27,0:15:14.975,4,3,4,4,1,1,1,1,1,1,1,3,4,1,1,4,1,4,3,5,,
MT208PN41018,scene1,14:54:49,0:38:36.500,4,4,4,4,1,1,1,1,1,1,1,4,1,1,1,5,1,4,3,5,,
MT208PN41018,scene2,15:25:15,1:09:02.542,4,4,4,4,1,1,1,1,1,1,1,4,1,1,3,4,1,4,3,5,,
MT208PN41018,scene3,15:31:55,1:15:43.060,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,5,,
MT208PN41018,scene4,15:48:19,1:32:06.923,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,5,1,4.2
MT208PN41019,scene0,14:26:15,0:15:17.287,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,4,,
MT208PN41019,scene1,14:51:42,0:40:43.860,4,3,4,4,1,1,1,1,1,1,2,1,1,1,1,3,1,1,4,3,,
MT208PN41019,scene2,15:10:36,0:59:38.226,3,3,3,3,1,2,1,1,1,1,3,1,1,1,1,3,1,1,3,3,,
MT208PN41019,scene3,15:25:30,1:14:31.904,3,3,3,3,3,4,1,1,1,1,4,1,1,1,1,3,1,1,3,3,,
MT208PN41019,scene4,15:41:59,1:31:01.296,3,3,3,2,1,2,1,1,2,1,4,4,1,1,1,1,2,1,3,3,2.8,2.8
MT208PN41020,scene0,11:31:32,0:17:03.013,3,4,5,3,1,1,2,2,2,1,2,1,1,1,1,4,1,1,5,3,,
MT208PN41020,scene1,11:54:56,0:40:26.651,4,4,4,5,2,2,4,2,1,1,2,2,1,1,2,4,3,2,4,4,,
MT208PN41020,scene2,12:13:29,0:58:59.814,3,4,3,4,4,5,4,2,1,2,2,1,1,1,2,3,2,2,4,3,,
MT208PN41020,scene3,12:30:16,1:15:46.607,3,4,3,4,4,5,4,2,1,2,2,1,1,1,2,3,2,2,4,3,,
MT208PN41020,scene4,12:46:14,1:31:44.801,2,2,3,3,4,4,4,2,4,2,2,1,1,1,1,3,4,2,2,3,2,3.4
MT208PN41022,scene0,14:03:29,0:16:24.323,3,3,3,3,1,1,1,1,1,1,3,2,1,1,1,4,1,1,3,4,,
MT208PN41022,scene1,14:27:09,0:40:04.781,3,3,3,3,3,3,3,1,1,1,4,4,1,1,3,2,1,1,2,2,,
MT208PN41022,scene2,14:51:07,1:04:02.852,3,3,3,2,1,1,1,1,1,1,2,1,1,1,2,4,1,1,5,3,,
MT208PN41022,scene3,15:06:40,1:19:35.402,3,3,3,2,3,3,1,1,1,1,3,1,1,1,1,4,1,1,5,3,,
MT208PN41022,scene4,15:23:32,1:36:27.926,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,3,3,2.8,3.4
MT208PN41023,scene0,14:25:25,0:15:36.594,3,4,3,3,1,1,1,1,1,1,2,1,1,1,2,4,1,2,4,5,,
MT208PN41023,scene1,14:46:33,0:36:44.564,3,3,3,3,1,1,1,1,1,1,2,1,1,1,2,4,1,1,5,4,,
MT208PN41023,scene2,15:07:48,0:57:59.845,2,2,3,3,1,2,3,1,1,1,3,1,1,1,4,3,2,2,4,3,,
MT208PN41023,scene3,15:23:37,1:13:48.668,3,3,4,3,1,2,3,1,1,2,4,1,2,1,2,4,1,2,4,3,,
MT208PN41023,scene4,15:39:31,1:29:42.705,4,3,3,3,1,1,1,1,1,1,2,3,1,1,2,3,1,3,5,3,2.6,3.6
MT208PN41024,scene0,11:06:16,0:19:06.252,3,2,3,4,1,4,3,3,3,4,4,3,1,1,3,2,1,3,5,2,,
MT208PN41024,scene1,11:28:12,0:41:02.728,3,4,3,4,2,4,1,1,1,1,4,4,1,1,3,4,2,1,5,3,,
MT208PN41024,scene2,11:49:57,1:02:47.488,2,3,1,1,1,2,1,1,1,1,4,1,1,1,1,2,1,1,5,3,,
MT208PN41024,scene3,12:09:03,1:21:53.379,1,2,1,1,1,3,1,1,1,1,5,1,1,1,1,4,1,1,5,2,,
MT208PN41024,scene4,12:20:44,1:33:33.924,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,3,4,2.6
MT208PN41027,scene0,12:29:35,0:20:08.063,3,5,4,3,1,1,4,1,1,1,1,1,1,1,1,5,1,2,5,5,,
MT208PN41027,scene1,12:50:42,0:41:15.009,3,5,3,2,1,2,5,1,2,3,1,1,1,1,2,5,1,4,2,5,,
MT208PN41027,scene2,13:09:55,1:00:28.243,3,3,3,3,1,1,5,1,1,2,1,1,1,1,2,5,1,4,5,5,,
MT208PN41027,scene3,13:26:03,1:16:36.797,3,3,2,2,1,1,5,1,1,2,1,2,1,1,2,4,1,2,4,5,,
MT208PN41027,scene4,13:41:59,1:32:32.082,2,3,2,1,1,4,3,1,3,1,1,2,1,2,2,3,3,3,3,5,1,4.4
MT208PN41028,scene0,9:36:33,0:14:48.671,3,3,3,3,1,1,4,1,1,2,2,2,1,1,3,4,2,2,4,4,,
MT208PN41028,scene1,9:59:11,0:37:26.379,3,3,3,3,1,1,4,1,1,1,3,2,2,1,4,1,1,1,3,3,,
MT208PN41028,scene2,10:16:58,0:55:14.112,3,4,3,3,1,1,4,1,1,1,1,1,1,1,3,4,1,2,3,4,,
MT208PN41028,scene3,10:32:48,1:11:03.887,3,3,3,3,1,1,3,1,1,1,1,1,1,1,3,3,1,1,3,3,,
MT208PN41028,scene4,10:48:38,1:26:53.859,3,3,3,3,1,1,4,1,1,1,1,1,1,1,4,3,1,1,3,3,1.6,3
MT208PN41029,scene0,9:40:05,0:20:02.827,4,4,5,3,1,1,3,2,1,1,1,4,3,1,1,5,1,3,3,5,,
MT208PN41029,scene1,10:01:15,0:41:12.261,4,5,5,4,1,1,3,2,2,1,1,4,3,1,3,5,1,4,3,5,,
MT208PN41029,scene2,10:19:31,0:59:28.722,4,5,3,3,1,1,4,1,3,1,1,4,2,1,3,5,2,3,2,5,,
MT208PN41029,scene3,10:35:24,1:15:22.029,3,4,1,2,1,2,5,2,4,3,1,2,3,1,1,5,3,3,2,5,,
MT208PN41029,scene4,10:51:40,1:31:37.837,2,3,1,1,1,2,5,3,3,2,1,1,2,1,1,5,4,2,2,5,1,5
MT208PN41030,scene0,10:15:43,0:18:58.081,2,2,4,4,1,1,2,1,2,1,4,1,1,1,1,4,1,1,2,4,,
MT208PN41030,scene1,10:38:36,0:41:51.445,2,4,5,4,1,3,2,1,1,1,4,4,1,2,1,4,1,1,4,4,,
MT208PN41030,scene2,11:03:24,1:06:39.580,2,4,2,2,1,2,4,1,1,1,5,1,1,1,3,4,1,1,1,4,,
MT208PN41030,scene3,11:21:32,1:24:47.304,1,1,1,1,1,4,4,1,1,1,2,3,2,1,1,2,1,1,3,4,,
MT208PN41030,scene4,11:38:28,1:41:43.422,1,4,1,1,1,1,5,3,2,2,1,1,1,3,1,4,1,1,2,4,3.2,3.6
MT208PN41032,scene0,12:01:35,0:20:31.056,2,3,4,1,1,5,5,1,5,1,1,1,1,1,1,4,1,1,1,5,,
MT208PN41032,scene1,12:32:22,0:51:17.505,3,3,3,3,1,3,3,3,3,3,1,1,3,1,3,4,1,1,4,5,,
MT208PN41032,scene2,12:43:49,1:02:44.927,3,3,3,3,1,1,4,1,1,1,1,1,4,1,1,4,1,1,2,4,,
MT208PN41032,scene3,13:00:03,1:18:58.944,4,4,3,4,1,1,4,1,1,1,1,1,4,1,1,4,1,1,1,5,,
MT208PN41032,scene4,13:16:15,1:35:10.290,4,4,1,4,1,1,3,1,1,1,1,1,4,4,1,1,1,1,2,5,1,3.4
MT208PN41033,scene0,14:30:48,0:15:53.046,3,2,3,4,2,2,4,2,1,1,4,1,1,1,3,2,1,1,5,3,,
MT208PN41033,scene1,14:55:33,0:40:38.796,3,2,3,3,2,2,3,2,1,1,3,1,1,1,3,3,1,1,5,4,,
MT208PN41033,scene2,15:13:58,0:59:03.155,3,3,3,3,2,1,2,1,1,1,4,1,1,1,2,3,1,1,4,3,,
MT208PN41033,scene3,15:30:47,1:15:52.282,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,4,3,,
MT208PN41033,scene4,15:45:37,1:30:41.912,3,3,2,2,1,1,1,1,1,1,3,1,1,1,3,4,1,1,3,4,3.2,2.6
MT208PN41035,scene0,12:28:22,0:15:00.566,4,3,3,2,1,1,3,1,1,1,3,1,2,1,2,4,1,1,4,3,,
MT208PN41035,scene1,12:52:06,0:38:45.476,3,2,3,3,3,4,4,2,1,1,4,1,4,2,3,2,2,3,3,2,,
MT208PN41035,scene2,13:11:54,0:58:32.612,2,1,2,2,4,4,3,1,1,2,5,1,5,3,2,1,3,2,3,2,,
MT208PN41035,scene3,13:29:21,1:15:59.624,2,2,3,3,4,4,3,1,1,2,5,2,4,3,2,2,3,3,4,4,,
MT208PN41035,scene4,13:44:45,1:31:24.230,2,2,2,3,3,4,3,1,1,2,5,1,4,3,3,2,2,2,4,4,4.4,2.2
MT208PN41036,scene0,15:33:35,0:15:42.042,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,3,,
MT208PN41036,scene1,15:54:36,0:36:43.226,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,3,1,1,4,3,,
MT208PN41036,scene2,16:13:02,0:55:09.254,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,,
MT208PN41036,scene3,16:28:28,1:10:34.965,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,,
MT208PN41036,scene4,16:44:22,1:26:28.867,4,3,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,4,2,1.4,2.4
MT208PN41037,scene0,11:01:57,0:17:57.275,2,2,3,1,1,1,3,1,4,3,3,3,1,1,2,4,2,1,5,4,,
MT208PN41037,scene1,11:25:56,0:41:56.016,2,2,2,2,1,1,4,1,3,2,3,3,1,1,3,4,2,1,3,4,,
MT208PN41037,scene2,11:46:31,1:02:31.394,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,4,2,1,3,4,,
MT208PN41037,scene3,12:03:13,1:19:12.936,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,3,2,1,3,4,,
MT208PN41037,scene4,12:19:38,1:35:37.874,2,2,3,2,1,1,1,2,1,1,3,2,1,1,2,4,2,1,3,4,2.8,3.8
MT208PN41038,scene0,11:27:48,0:16:23.620,3,3,3,3,1,2,1,1,1,1,2,3,1,1,1,2,1,1,4,4,,
MT208PN41038,scene1,11:49:24,0:37:59.146,4,2,3,3,2,1,1,1,1,1,2,3,1,1,1,1,1,1,3,2,,
MT208PN41038,scene2,12:11:07,0:59:42.286,4,3,3,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,,
MT208PN41038,scene3,12:30:13,1:18:48.481,4,2,3,3,2,2,1,1,1,1,3,1,1,1,1,1,1,1,3,2,,
MT208PN41038,scene4,12:46:28,1:35:03.839,3,2,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2.2,1.2
MT208PN41039,scene0,14:30:57,0:18:50.149,3,2,4,2,1,3,4,1,3,1,1,2,1,1,2,4,1,1,5,5,,
MT208PN41039,scene1,14:52:55,0:40:47.726,1,2,3,1,1,2,5,1,2,3,1,1,1,1,3,2,1,1,1,5,,
MT208PN41039,scene2,15:14:53,1:02:45.786,1,1,1,1,1,5,5,5,5,5,3,1,1,1,3,1,1,1,1,5,,
MT208PN41039,scene3,15:33:42,1:21:34.878,2,3,2,1,1,4,5,1,1,2,1,1,1,1,3,3,1,1,3,5,,
MT208PN41039,scene4,15:50:51,1:38:44.232,2,3,3,2,1,1,4,1,3,1,1,1,1,1,1,3,1,1,3,5,1.4,2.6
MT208PN41040,scene0,13:00:58,0:16:22.752,2,2,3,2,2,4,2,1,3,1,4,4,2,1,4,1,1,1,4,3,,
MT208PN41040,scene1,13:24:01,0:39:25.800,1,1,2,2,4,4,3,1,4,1,5,1,4,1,1,1,1,1,2,2,,
MT208PN41040,scene2,13:43:48,0:59:12.938,1,1,2,2,3,4,2,1,4,1,4,1,4,1,2,2,1,1,2,4,,
MT208PN41040,scene3,13:59:34,1:14:59.289,1,1,2,2,2,4,2,1,3,1,4,1,4,1,2,2,1,1,3,4,,
MT208PN41040,scene4,14:17:30,1:32:54.665,2,2,2,3,1,4,1,1,1,1,4,1,4,1,1,4,1,1,4,4,4.2,2
MT208PN41041,scene0,9:34:46,0:17:18.473,2,1,3,2,3,5,3,2,2,2,5,1,3,2,3,1,1,1,2,2,,
MT208PN41041,scene1,9:56:12,0:38:44.482,1,1,2,2,4,4,3,1,2,2,4,1,3,1,2,2,1,2,3,2,,
MT208PN41041,scene2,10:19:40,1:02:12.073,2,1,3,1,3,4,3,1,1,2,5,1,3,1,3,2,1,2,3,1,,
MT208PN41041,scene3,10:33:54,1:16:26.135,2,2,3,1,3,3,3,1,1,2,4,1,3,1,3,2,1,2,4,2,,
MT208PN41041,scene4,10:50:05,1:32:36.844,3,2,3,2,3,3,3,1,1,1,3,1,2,3,2,2,1,2,4,3,4.2,1.8
MT208PN41042,scene0,14:54:19,0:15:39.989,3,3,4,2,1,1,3,1,1,1,2,3,1,1,2,4,1,1,5,4,,
MT208PN41042,scene1,15:16:03,0:37:23.799,3,4,4,4,1,1,2,1,1,1,2,2,1,1,1,4,1,1,4,4,,
MT208PN41042,scene2,15:39:59,1:01:20.631,3,2,3,3,1,2,1,1,3,2,3,2,2,1,3,4,1,1,3,3,,
MT208PN41042,scene3,15:55:54,1:17:15.139,3,3,4,4,1,2,2,1,2,1,3,2,3,1,1,4,1,1,3,4,,
MT208PN41042,scene4,16:12:08,1:33:29.188,3,3,2,4,1,1,1,1,2,1,3,3,2,1,1,4,1,1,4,3,2.6,4
MT208PN41043,scene0,14:34:08,0:15:16.139,2,2,2,1,4,5,1,1,1,3,3,4,4,1,3,3,1,1,2,2,,
MT208PN41043,scene1,14:57:43,0:38:51.067,1,1,1,1,4,4,1,1,3,5,3,3,1,1,5,2,1,1,1,2,,
MT208PN41043,scene2,15:18:41,0:59:49.731,1,1,1,1,3,5,3,1,3,5,5,1,1,1,5,1,1,1,1,1,,
MT208PN41043,scene3,15:37:11,1:18:19.551,5,1,1,1,2,5,1,1,4,4,5,1,1,1,4,1,1,1,1,1,,
MT208PN41043,scene4,15:53:20,1:34:27.948,1,1,1,1,4,4,1,1,4,5,5,1,1,1,4,1,3,1,1,1,4.2,1.6
MT208PN41044,scene0,10:58:24,0:16:15.995,4,3,3,4,1,1,2,1,2,1,3,1,1,1,2,5,1,2,5,3,,
MT208PN41044,scene1,11:19:47,0:37:38.230,3,2,3,3,3,2,1,2,3,1,4,1,1,1,1,4,1,2,3,3,,
MT208PN41044,scene2,11:41:00,0:58:51.710,3,3,3,3,1,1,1,1,1,2,5,1,1,1,1,3,1,1,3,3,,
MT208PN41044,scene3,11:58:19,1:16:10.471,4,4,3,4,1,1,1,1,1,1,4,1,1,1,2,3,1,1,3,3,,
MT208PN41044,scene4,12:13:11,1:31:02.117,3,3,3,3,1,1,1,1,1,3,5,3,1,1,1,4,1,1,3,4,4.2,3.8
MT208PN41045,scene0,12:26:19,0:13:09.266,3,3,4,3,3,1,3,3,1,1,3,1,1,1,1,3,1,1,5,3,,
MT208PN41045,scene1,12:52:56,0:39:46.164,3,3,4,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,5,3,,
MT208PN41045,scene2,13:11:15,0:58:04.977,3,3,3,3,1,1,1,1,1,3,4,1,1,1,1,1,1,1,5,2,,
MT208PN41045,scene3,13:29:38,1:16:28.291,3,3,3,3,1,1,1,1,1,1,4,1,1,1,1,2,1,1,5,4,,
MT208PN41045,scene4,13:46:24,1:33:14.798,3,3,3,3,1,1,1,1,1,1,4,3,1,1,1,1,1,1,5,2,3.8,1.8
MT208PN41047,scene0,15:37:44,0:14:34.409,4,4,4,3,1,1,2,2,1,1,2,1,1,1,1,3,1,1,3,4,,
MT208PN41047,scene1,16:01:09,0:37:58.960,4,4,3,3,1,1,2,1,1,1,1,1,1,1,1,3,1,2,2,4,,
MT208PN41047,scene2,16:16:32,0:53:22.500,4,3,2,4,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,5,,
MT208PN41047,scene3,16:32:01,1:08:51.010,4,2,2,4,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,4,,
MT208PN41047,scene4,16:46:47,1:23:36.764,4,3,2,2,1,1,2,1,1,1,3,3,1,1,1,3,1,1,3,4,2,2.4
MT208PN41048,scene0,11:21:17,0:34:35.705,2,3,2,1,4,5,2,1,1,2,4,4,5,3,4,2,3,4,4,1,,
MT208PN41048,scene1,11:45:26,0:58:44.680,3,4,3,4,3,4,2,1,1,1,3,4,3,1,2,3,1,1,3,3,,
MT208PN41048,scene2,12:06:25,1:19:43.886,3,4,3,5,3,4,3,1,1,1,3,4,3,1,1,3,1,2,2,3,,
MT208PN41048,scene3,12:23:51,1:37:09.966,2,3,3,4,4,4,2,1,1,1,4,4,4,1,1,2,1,1,2,2,,
MT208PN41048,scene4,12:50:56,2:04:14.597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.6,1.8
MT208PN41049,scene0,15:17:41,0:09:43.723,3,2,3,3,1,1,4,1,1,1,2,1,1,1,3,4,1,1,4,3,,
MT208PN41049,scene1,15:38:43,0:30:45.949,3,1,2,2,3,3,3,1,1,1,4,1,1,1,3,4,1,1,3,3,,
MT208PN41049,scene2,15:58:22,0:50:24.660,2,1,1,1,4,4,3,1,1,2,4,1,1,1,2,1,1,1,3,2,,
MT208PN41049,scene3,16:15:29,1:07:32.063,1,1,1,3,3,3,1,1,1,1,5,1,1,1,1,1,1,1,3,1,,
MT208PN41049,scene4,16:31:05,1:23:07.170,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,4,2.2
MT208PN41050,scene0,15:12:44,0:16:13.207,3,4,4,3,2,4,2,1,1,1,1,1,1,1,1,4,1,1,4,3,,
MT208PN41050,scene1,15:34:25,0:37:54.329,2,4,1,3,1,1,3,1,1,1,2,1,1,1,1,4,1,1,2,3,,
MT208PN41050,scene2,15:54:28,0:57:57.400,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,,
MT208PN41050,scene3,16:12:11,1:15:40.973,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,3,,
MT208PN41050,scene4,16:28:17,1:31:47.078,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,5,3,1.2,3.4
MT208PN41051,scene0,11:58:31,0:17:38.031,1,1,3,1,1,2,3,1,1,2,4,1,1,1,1,3,1,1,1,3,,
MT208PN41051,scene1,12:24:34,0:43:40.953,2,2,2,2,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,4,,
MT208PN41051,scene2,12:39:42,0:58:49.154,1,1,2,3,2,2,2,1,1,1,5,1,2,1,1,3,1,1,1,2,,
MT208PN41051,scene3,12:55:46,1:14:53.266,4,3,4,3,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,4,,
MT208PN41051,scene4,13:10:51,1:29:57.999,3,1,1,3,1,2,2,1,1,1,2,2,1,1,1,4,1,1,1,4,3.2,2.8
MT208PN41052,scene0,15:01:17,0:20:30.603,3,3,4,3,1,2,1,1,1,1,2,4,1,1,1,3,1,1,5,4,,
MT208PN41052,scene1,15:22:12,0:41:26.093,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,3,,
MT208PN41052,scene2,15:41:02,1:00:15.679,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,3,1,1,5,3,,
MT208PN41052,scene3,15:56:34,1:15:47.559,3,3,3,2,1,1,2,1,1,1,3,1,1,1,1,2,1,1,5,3,,
MT208PN41052,scene4,16:12:20,1:31:34.002,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,3,2.8,2.4
MT208PN41053,scene0,15:51:45,0:16:55.632,3,3,1,1,3,3,3,1,1,1,4,1,2,1,1,2,1,1,1,4,,
MT208PN41053,scene1,16:22:36,0:47:46.985,1,1,1,1,4,4,3,1,1,1,5,1,1,1,2,2,1,1,1,4,,
MT208PN41053,scene2,16:34:03,0:59:14.136,1,1,1,1,5,5,2,1,1,1,4,1,1,1,1,2,1,1,1,2,,
MT208PN41053,scene3,16:51:45,1:16:55.695,1,1,1,1,3,4,2,1,1,1,4,1,1,1,2,2,1,1,1,4,,
MT208PN41053,scene4,17:09:38,1:34:48.964,3,3,3,4,1,2,1,1,1,1,4,2,3,1,1,4,1,1,1,4,4.2,2.4
MT208PN41054,scene0,13:50:21,0:14:49.646,4,3,5,2,1,2,3,1,1,1,2,1,1,1,1,5,1,1,5,4,,
MT208PN41054,scene1,14:13:19,0:37:47.370,3,2,4,2,1,1,2,1,1,1,3,1,2,1,1,4,1,3,2,4,,
MT208PN41054,scene2,14:31:50,0:56:19.049,3,3,4,2,1,2,1,1,1,1,1,1,3,1,1,4,1,2,4,4,,
MT208PN41054,scene3,14:47:29,1:11:57.518,3,3,4,3,1,1,1,1,1,1,1,1,3,1,1,4,1,3,3,4,,
MT208PN41054,scene4,15:04:08,1:28:36.942,2,3,2,2,1,3,1,1,1,1,3,1,2,1,1,3,2,1,2,4,2,4
MT208PN41055,scene0,11:16:33,0:13:29.502,2,4,3,2,3,1,1,1,1,2,3,2,3,1,4,5,1,2,3,4,,
MT208PN41055,scene1,11:39:37,0:36:33.499,2,1,1,2,3,5,1,1,1,3,4,2,3,2,5,2,4,2,4,3,,
MT208PN41055,scene2,12:02:22,0:59:18.169,2,2,2,2,4,5,4,1,1,5,5,1,5,3,2,1,1,1,1,1,,
MT208PN41055,scene3,12:18:03,1:14:59.484,1,1,1,1,5,5,1,1,1,5,5,1,5,4,1,1,1,1,3,1,,
MT208PN41055,scene4,12:34:09,1:31:05.193,1,1,1,1,4,5,1,1,1,5,5,1,5,1,1,1,1,1,1,1,4.4,2
MT208PN41056,scene0,10:54:44,0:15:22.506,2,2,3,1,1,2,3,2,1,1,3,1,1,1,3,2,1,1,3,5,,
MT208PN41056,scene1,11:19:18,0:39:56.519,1,2,3,2,1,1,1,1,1,1,2,1,2,1,2,4,1,1,4,5,,
MT208PN41056,scene2,11:37:53,0:58:31.949,3,2,3,1,1,1,2,1,1,1,3,1,1,1,2,3,1,1,4,5,,
MT208PN41056,scene3,11:54:32,1:15:11.095,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,3,1,1,3,5,,
MT208PN41056,scene4,12:10:22,1:31:01.305,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,4,1,1,3,5,2.2,3.2
MT208PN41058,scene0,11:16:59,0:25:15.705,4,5,3,3,1,2,2,1,1,1,1,4,1,1,2,4,1,1,5,4,,
MT208PN41058,scene1,11:40:53,0:49:09.527,3,4,2,2,1,3,4,1,3,1,4,4,4,1,2,4,1,1,5,3,,
MT208PN41058,scene2,12:05:12,1:13:29.251,3,3,1,3,1,4,4,1,1,1,3,1,1,1,3,3,1,1,3,3,,
MT208PN41058,scene3,12:22:15,1:30:32.024,3,5,3,3,1,4,3,1,1,1,1,4,1,1,1,5,1,1,4,2,,
MT208PN41058,scene4,12:38:04,1:46:21.144,4,4,3,4,1,1,1,1,2,2,1,1,1,1,1,4,1,1,1,3,2,4
MT208PN41059,scene0,11:32:22,0:30:01.480,4,5,5,4,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,5,,
MT208PN41059,scene1,11:53:54,0:51:33.849,5,5,5,5,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,5,,
MT208PN41059,scene2,12:13:48,1:11:27.046,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,
MT208PN41059,scene3,12:29:32,1:27:10.985,4,5,5,5,1,3,1,1,1,1,1,1,3,1,1,5,1,1,1,5,,
MT208PN41059,scene4,12:46:26,1:44:05.321,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.4
MT208PN41060,scene0,15:15:16,0:15:16.405,4,5,5,4,1,1,1,1,1,1,2,2,1,1,2,5,1,2,3,4,,
MT208PN41060,scene1,15:36:36,0:36:36.452,5,5,5,4,1,1,1,1,1,1,1,3,1,1,2,5,1,4,3,5,,
MT208PN41060,scene2,15:54:16,0:54:16.960,5,5,5,5,1,1,1,1,1,1,2,3,1,1,2,5,1,4,1,5,,
MT208PN41060,scene3,16:09:47,1:09:47.951,5,5,5,5,1,1,2,2,1,1,1,3,1,1,2,5,1,4,1,5,,
MT208PN41060,scene4,16:25:39,1:25:40.223,5,5,5,4,1,1,1,1,1,1,2,2,1,1,1,5,1,4,1,5,1.6,5
MT208PN41061,scene0,10:54:37,0:12:46.709,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,5,,
MT208PN41061,scene1,11:17:26,0:35:36.142,5,5,5,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,4,,
MT208PN41061,scene2,11:35:57,0:54:06.554,4,3,3,3,1,1,1,1,1,1,5,1,1,1,1,3,1,1,3,4,,
MT208PN41061,scene3,11:51:52,1:10:01.532,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,,
MT208PN41061,scene4,12:07:33,1:25:43.218,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2.2,2.2
MT208PN41063,scene0,15:17:26,0:19:58.659,3,3,3,3,3,4,2,2,2,2,4,3,4,2,2,3,3,1,3,2,,
MT208PN41063,scene1,15:45:08,0:47:39.810,3,2,3,3,3,3,3,2,2,2,4,4,3,3,3,4,2,1,5,3,,
MT208PN41063,scene2,16:08:44,1:11:15.819,4,4,4,4,2,2,2,3,2,2,2,3,1,1,2,4,2,2,3,4,,
MT208PN41063,scene3,16:24:58,1:27:30.399,3,3,3,2,2,2,3,2,1,2,4,2,3,2,2,3,2,2,4,3,,
MT208PN41063,scene4,16:40:59,1:43:31.762,3,2,3,3,2,2,2,2,2,3,3,3,2,2,2,3,3,2,4,3,3.4,3.4
MT208PN41064,scene0,11:58:01,0:12:32.964,3,3,3,3,2,3,3,2,2,2,2,1,1,1,1,1,1,1,3,3,,
MT208PN41064,scene1,12:24:20,0:38:52.333,3,2,3,3,2,3,2,3,3,3,4,2,2,1,1,2,1,2,2,2,,
MT208PN41064,scene2,12:38:32,0:53:04.395,2,2,2,2,2,4,2,2,3,2,4,2,2,2,2,1,1,1,3,4,,
MT208PN41064,scene3,12:59:02,1:13:34.153,2,2,2,2,3,4,2,2,2,2,4,2,2,2,2,2,2,2,3,3,,
MT208PN41064,scene4,13:09:57,1:24:28.782,2,1,2,2,2,4,2,2,2,3,4,2,2,1,2,1,1,1,2,2,3.6,1.4
