RawPID;date;StartTime;eventType;logTime;surveyTime;logSecs;surveySecs;logEventNum;surveyEventNum;experGroup;eventDurMillis;eventDurTime;Q18-emotionLabel1;Q19-emotionLabel2;Q1-enjoying myself;Q2-hopeful;Q3-proud;Q4-frustrated;Q5-anxious;Q6-ashamed;Q7-hopeless;Q8-bored;Q9-surprised;Q10-contempt;Q11-confused;Q12-curious;Q13-sad;Q14-eureka;Q15-neutral;Q16-task is valuable;Q17-can do well on this task;Full-date-time
MT430PN56172;04/03/2015;10:28:07;EIVEnd;12:53:43;12:52:19;46423;46339;3;3;hyper3;48619;00:00:48;Boredom;Neutral;1;2;2;3;1;2;3;5;2;4;3;2;2;2;4;1;2;03/04/2015 12:52
MT430PN56173;05/03/2015;10:09:06;EIVStart;10:14:33;10:13:09;36873;36789;1;1;hyper3;65315;00:01:05;Neutral;Neutral;3;3;3;1;1;1;1;2;1;1;1;3;1;1;5;2;3;03/05/2015 10:13
MT430PN56173;05/03/2015;10:09:06;EIVDuring;10:23:38;10:22:14;37418;37334;2;2;hyper3;44193;00:00:44;Neutral;Neutral;2;3;3;3;1;1;1;2;1;1;1;1;1;1;5;3;3;03/05/2015 10:22
MT430PN56173;05/03/2015;10:09:06;EIVDuring;10:49:43;10:48:18;38983;38898;3;3;hyper3;112981;00:01:52;Frustration;Neutral;3;3;2;4;1;1;1;3;1;1;1;3;1;1;4;2;4;03/05/2015 10:48
MT430PN56173;05/03/2015;10:09:06;EIVDuring;11:20:33;11:19:09;40833;40749;4;4;hyper3;38694;00:00:38;Frustration;Neutral;3;4;4;2;1;1;1;2;1;1;2;2;1;1;5;3;4;03/05/2015 11:19
MT430PN56173;05/03/2015;10:09:06;EIVDuring;11:37:37;11:36:13;41857;41773;5;5;hyper3;47759;00:00:47;Neutral;Neutral;3;4;3;3;1;1;1;2;1;1;2;1;1;1;3;3;4;03/05/2015 11:36
MT430PN56173;05/03/2015;10:09:06;EIVEnd;12:31:17;12:29:53;45077;44993;6;6;hyper3;64592;00:01:04;Boredom;Neutral;2;4;4;3;1;1;1;4;1;1;1;1;1;1;3;2;4;03/05/2015 12:29
MT430PN56174;06/03/2015;10:32:50;EIVStart;10:37:06;10:35:41;38226;38141;1;1;control2;66752;00:01:06;Neutral;Neutral;4;3;3;1;1;1;1;3;1;1;2;4;1;2;5;4;5;03/06/2015 10:35
MT430PN56174;06/03/2015;10:32:50;EIVDuring;10:43:34;10:42:09;38614;38529;2;2;control2;37092;00:00:37;Neutral;Neutral;3;3;3;1;1;1;1;3;1;1;1;3;1;3;5;4;5;03/06/2015 10:42
MT430PN56174;06/03/2015;10:32:50;EIVDuring;11:04:42;11:03:18;39882;39798;3;3;control2;37399;00:00:37;Boredom;Neutral;2;3;2;1;1;1;1;4;1;1;2;2;1;2;3;3;4;03/06/2015 11:03
MT430PN56174;06/03/2015;10:32:50;EIVDuring;11:20:22;11:18:58;40822;40738;4;4;control2;40130;00:00:40;Boredom;Neutral;2;2;2;1;1;1;1;4;1;1;2;3;1;1;2;3;4;03/06/2015 11:18
MT430PN56174;06/03/2015;10:32:50;EIVDuring;11:36:05;11:34:41;41765;41681;5;5;control2;42768;00:00:42;Boredom;Neutral;1;3;3;1;1;1;1;5;1;1;3;3;1;1;3;3;4;03/06/2015 11:34
MT430PN56174;06/03/2015;10:32:50;EIVDuring;12:06:38;12:05:14;43598;43514;6;6;control2;36787;00:00:36;Boredom;Neutral;3;4;3;1;1;1;1;4;2;1;2;3;1;1;3;3;4;03/06/2015 12:05
MT430PN56174;06/03/2015;10:32:50;EIVEnd;12:23:47;12:22:23;44627;44543;7;7;control2;48441;00:00:48;Boredom;Neutral;3;3;3;1;1;1;1;3;3;1;2;3;1;1;2;4;4;03/06/2015 12:22
MT430PN56177;20/03/2015;10:20:52;EIVStart;10:27:11;10:25:33;37631;37533;1;1;control2;121457;00:02:01;Hope;Neutral;3;4;4;1;1;1;1;1;2;3;1;4;1;1;2;3;3;3/20/2015 10:25:00
MT430PN56177;20/03/2015;10:20:52;EIVDuring;10:34:47;10:33:09;38087;37989;2;2;control2;56791;00:00:56;Neutral;Neutral;3;4;4;2;1;1;1;2;1;3;3;4;1;2;3;3;4;3/20/2015 10:33:00
MT430PN56177;20/03/2015;10:20:52;EIVDuring;10:56:11;10:54:33;39371;39273;3;3;control2;74071;00:01:14;Boredom;Neutral;2;3;3;3;1;2;1;4;3;3;3;4;1;1;3;3;3;3/20/2015 10:54:00
MT430PN56177;20/03/2015;10:20:52;EIVDuring;11:12:01;11:10:23;40321;40223;4;4;control2;48992;00:00:48;Boredom;Neutral;2;2;3;3;3;3;3;4;3;3;4;4;1;1;3;3;3;3/20/2015 11:10:00
MT430PN56177;20/03/2015;10:20:52;EIVDuring;11:43:29;11:41:51;42209;42111;5;5;control2;72855;00:01:12;Hope;Neutral;3;4;3;2;1;1;1;3;1;3;3;4;1;2;3;4;4;3/20/2015 11:41:00
MT430PN56177;20/03/2015;10:20:52;EIVEnd;12:15:41;12:14:03;44141;44043;6;6;control2;51984;00:00:51;Hope;Happiness;3;4;5;1;1;1;1;3;3;3;1;4;1;2;3;4;5;3/20/2015 12:14:00
