,key,Session duration,Reading duration,#Subgoals validated,#Subgoals attempted,Worked without subgoal,#Subgoals changes,#Note Taking,#Summaries added to notes,Note Taking Duration,Note Checking Duration,#SUMM,#TN,#MPTG,#PKA,#JOL,#FOK,Mean # of SRL processes per relevant page to SG0 at anytime in the session (NB: some processes can end up being counted multiple times),Mean # of SRL processes per relevant page to SG1 at anytime in the session (NB: some processes can end up being counted multiple times),TimeSpentWithContentOverall,TimePageRelSG,TimePageIrrelSG,TotalTimeWithRelFullContent,TotalTimeWithIrrelFullContent,NumberSG,TimeINF,RatioPagesRelevantToInitialSubgoal1ReadWhenSubgoal1Active,RatioPagesRelevantToInitialSubgoal2ReadWhenSubgoal2Active,RatioPagesRelevantToInitialSubgoal1ReadAtAnytime,RatioPagesRelevantToInitialSubgoal2ReadAtAnytime,ImagesOpened_num,TimePageRelSG_mod,TimePageIrrelSG_mod,TotalTimeWithRelTextContent_mod,TotalTimeWithRelFullContent_mod,TotalTimeWithIrrelFullContent_mod,TotalTimeSettingSG_mod,TimeFullView_total_mod,Enjoyment,Contempt,Confusion,Curiosity,Sadness,Eureka,Neutral,Task Value,Hope,Pride,Frustration,Anxiety,Shame,Hopelessness,Boredom,Surprise
101,"('MT430PN56167', 5)",6109.0,5527.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.095238097012043,0.0833333358168602,0.1981726437807083,0.039343785494565964,0.1515679508447647,0.004782096482813358,0.013148183934390545,2.0,0.0,0.4285714328289032,0.0,0.5,0.4791666567325592,19.0,0.19853287935256958,0.7648278474807739,0.1744019240140915,0.024130960926413536,0.06634712219238281,9.531730756862089e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
102,"('MT430PN56167', 1)",6109.0,5527.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.095238097012043,0.0833333358168602,0.1981726437807083,0.039343785494565964,0.1515679508447647,0.004782096482813358,0.013148183934390545,2.0,0.0,0.4285714328289032,0.0,0.5,0.4791666567325592,19.0,0.19853287935256958,0.7648278474807739,0.1744019240140915,0.024130960926413536,0.06634712219238281,9.531730756862089e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
103,"('MT430PN56167', 4)",6109.0,5527.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.095238097012043,0.0833333358168602,0.1981726437807083,0.039343785494565964,0.1515679508447647,0.004782096482813358,0.013148183934390545,2.0,0.0,0.4285714328289032,0.0,0.5,0.4791666567325592,19.0,0.19853287935256958,0.7648278474807739,0.1744019240140915,0.024130960926413536,0.06634712219238281,9.531730756862089e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
104,"('MT430PN56167', 3)",6109.0,5527.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.095238097012043,0.0833333358168602,0.1981726437807083,0.039343785494565964,0.1515679508447647,0.004782096482813358,0.013148183934390545,2.0,0.0,0.4285714328289032,0.0,0.5,0.4791666567325592,19.0,0.19853287935256958,0.7648278474807739,0.1744019240140915,0.024130960926413536,0.06634712219238281,9.531730756862089e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
105,"('MT430PN56167', 2)",6109.0,5527.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.095238097012043,0.0833333358168602,0.1981726437807083,0.039343785494565964,0.1515679508447647,0.004782096482813358,0.013148183934390545,2.0,0.0,0.4285714328289032,0.0,0.5,0.4791666567325592,19.0,0.19853287935256958,0.7648278474807739,0.1744019240140915,0.024130960926413536,0.06634712219238281,9.531730756862089e-05,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
106,"('MT430PN56168', 2)",6147.0,5116.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,2.0,1.545454502105713,1.4166666269302368,0.10582008957862854,0.03564416617155075,0.06595416367053986,0.01409979723393917,0.014210301451385021,3.0,0.0,0.40909090638160706,0.0,0.5,0.3235294222831726,11.0,0.33683741092681885,0.6232669353485107,0.20359431207180023,0.13324309885501862,0.13428737223148346,0.00010845916403923184,0.002316409721970558,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,"('MT430PN56168', 5)",6147.0,5116.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,2.0,1.545454502105713,1.4166666269302368,0.10582008957862854,0.03564416617155075,0.06595416367053986,0.01409979723393917,0.014210301451385021,3.0,0.0,0.40909090638160706,0.0,0.5,0.3235294222831726,11.0,0.33683741092681885,0.6232669353485107,0.20359431207180023,0.13324309885501862,0.13428737223148346,0.00010845916403923184,0.002316409721970558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
108,"('MT430PN56168', 1)",6147.0,5116.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,2.0,1.545454502105713,1.4166666269302368,0.10582008957862854,0.03564416617155075,0.06595416367053986,0.01409979723393917,0.014210301451385021,3.0,0.0,0.40909090638160706,0.0,0.5,0.3235294222831726,11.0,0.33683741092681885,0.6232669353485107,0.20359431207180023,0.13324309885501862,0.13428737223148346,0.00010845916403923184,0.002316409721970558,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
109,"('MT430PN56168', 3)",6147.0,5116.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,2.0,1.545454502105713,1.4166666269302368,0.10582008957862854,0.03564416617155075,0.06595416367053986,0.01409979723393917,0.014210301451385021,3.0,0.0,0.40909090638160706,0.0,0.5,0.3235294222831726,11.0,0.33683741092681885,0.6232669353485107,0.20359431207180023,0.13324309885501862,0.13428737223148346,0.00010845916403923184,0.002316409721970558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110,"('MT430PN56168', 4)",6147.0,5116.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,2.0,1.545454502105713,1.4166666269302368,0.10582008957862854,0.03564416617155075,0.06595416367053986,0.01409979723393917,0.014210301451385021,3.0,0.0,0.40909090638160706,0.0,0.5,0.3235294222831726,11.0,0.33683741092681885,0.6232669353485107,0.20359431207180023,0.13324309885501862,0.13428737223148346,0.00010845916403923184,0.002316409721970558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,"('MT430PN56170', 2)",6214.0,5625.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.095238097012043,0.12168914079666138,0.008305476978421211,0.10685236752033234,0.0,0.00038548980955965817,5.0,0.0,0.2083333283662796,0.0357142873108387,0.25,0.25,2.0,0.0682515874505043,0.878076434135437,0.0682515874505043,0.0,0.0031678241211920977,0.00011359620839357376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
112,"('MT430PN56170', 4)",6214.0,5625.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.095238097012043,0.12168914079666138,0.008305476978421211,0.10685236752033234,0.0,0.00038548980955965817,5.0,0.0,0.2083333283662796,0.0357142873108387,0.25,0.25,2.0,0.0682515874505043,0.878076434135437,0.0682515874505043,0.0,0.0031678241211920977,0.00011359620839357376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
113,"('MT430PN56170', 1)",6214.0,5625.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.095238097012043,0.12168914079666138,0.008305476978421211,0.10685236752033234,0.0,0.00038548980955965817,5.0,0.0,0.2083333283662796,0.0357142873108387,0.25,0.25,2.0,0.0682515874505043,0.878076434135437,0.0682515874505043,0.0,0.0031678241211920977,0.00011359620839357376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
114,"('MT430PN56170', 3)",6214.0,5625.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.095238097012043,0.12168914079666138,0.008305476978421211,0.10685236752033234,0.0,0.00038548980955965817,5.0,0.0,0.2083333283662796,0.0357142873108387,0.25,0.25,2.0,0.0682515874505043,0.878076434135437,0.0682515874505043,0.0,0.0031678241211920977,0.00011359620839357376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
115,"('MT430PN56170', 5)",6214.0,5625.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.095238097012043,0.12168914079666138,0.008305476978421211,0.10685236752033234,0.0,0.00038548980955965817,5.0,0.0,0.2083333283662796,0.0357142873108387,0.25,0.25,2.0,0.0682515874505043,0.878076434135437,0.0682515874505043,0.0,0.0031678241211920977,0.00011359620839357376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"('MT430PN56173', 5)",7715.0,6296.0,0.5,2.0,1.0,1.5,17.0,1.0,726.0,152.0,9.0,21.0,3.0,5.0,10.0,1.0,2.722222328186035,1.4285714626312256,0.9351624846458435,0.37931856513023376,0.41004449129104614,0.31263747811317444,0.2828657627105713,2.0,0.004247255157679319,0.25,0.1428571492433548,0.4722222089767456,0.4761904776096344,65.0,0.4056178033351898,0.43847405910491943,0.0713043063879013,0.3343135416507721,0.3024776577949524,9.75633884081617e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,"('MT430PN56173', 2)",7715.0,6296.0,0.5,2.0,1.0,1.5,17.0,1.0,726.0,152.0,9.0,21.0,3.0,5.0,10.0,1.0,2.722222328186035,1.4285714626312256,0.9351624846458435,0.37931856513023376,0.41004449129104614,0.31263747811317444,0.2828657627105713,2.0,0.004247255157679319,0.25,0.1428571492433548,0.4722222089767456,0.4761904776096344,65.0,0.4056178033351898,0.43847405910491943,0.0713043063879013,0.3343135416507721,0.3024776577949524,9.75633884081617e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,"('MT430PN56173', 3)",7715.0,6296.0,0.5,2.0,1.0,1.5,17.0,1.0,726.0,152.0,9.0,21.0,3.0,5.0,10.0,1.0,2.722222328186035,1.4285714626312256,0.9351624846458435,0.37931856513023376,0.41004449129104614,0.31263747811317444,0.2828657627105713,2.0,0.004247255157679319,0.25,0.1428571492433548,0.4722222089767456,0.4761904776096344,65.0,0.4056178033351898,0.43847405910491943,0.0713043063879013,0.3343135416507721,0.3024776577949524,9.75633884081617e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,"('MT430PN56173', 4)",7715.0,6296.0,0.5,2.0,1.0,1.5,17.0,1.0,726.0,152.0,9.0,21.0,3.0,5.0,10.0,1.0,2.722222328186035,1.4285714626312256,0.9351624846458435,0.37931856513023376,0.41004449129104614,0.31263747811317444,0.2828657627105713,2.0,0.004247255157679319,0.25,0.1428571492433548,0.4722222089767456,0.4761904776096344,65.0,0.4056178033351898,0.43847405910491943,0.0713043063879013,0.3343135416507721,0.3024776577949524,9.75633884081617e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"('MT430PN56173', 1)",7715.0,6296.0,0.5,2.0,1.0,1.5,17.0,1.0,726.0,152.0,9.0,21.0,3.0,5.0,10.0,1.0,2.722222328186035,1.4285714626312256,0.9351624846458435,0.37931856513023376,0.41004449129104614,0.31263747811317444,0.2828657627105713,2.0,0.004247255157679319,0.25,0.1428571492433548,0.4722222089767456,0.4761904776096344,65.0,0.4056178033351898,0.43847405910491943,0.0713043063879013,0.3343135416507721,0.3024776577949524,9.75633884081617e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"('MT430PN56174', 2)",6073.0,5392.0,1.0,5.0,1.0,1.2000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.3333333432674408,0.3636363744735718,0.13352933526039124,0.08208172768354416,0.04665640369057655,0.051522474735975266,0.03171372413635254,5.0,0.0,0.19166666269302368,0.0,0.20000000298023224,0.20000000298023224,38.0,0.6147093176841736,0.34940940141677856,0.22085170447826385,0.38585135340690613,0.2375037968158722,0.0001042361109284684,0.009210868738591671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,"('MT430PN56174', 4)",6073.0,5392.0,1.0,5.0,1.0,1.2000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.3333333432674408,0.3636363744735718,0.13352933526039124,0.08208172768354416,0.04665640369057655,0.051522474735975266,0.03171372413635254,5.0,0.0,0.19166666269302368,0.0,0.20000000298023224,0.20000000298023224,38.0,0.6147093176841736,0.34940940141677856,0.22085170447826385,0.38585135340690613,0.2375037968158722,0.0001042361109284684,0.009210868738591671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,"('MT430PN56174', 1)",6073.0,5392.0,1.0,5.0,1.0,1.2000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.3333333432674408,0.3636363744735718,0.13352933526039124,0.08208172768354416,0.04665640369057655,0.051522474735975266,0.03171372413635254,5.0,0.0,0.19166666269302368,0.0,0.20000000298023224,0.20000000298023224,38.0,0.6147093176841736,0.34940940141677856,0.22085170447826385,0.38585135340690613,0.2375037968158722,0.0001042361109284684,0.009210868738591671,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"('MT430PN56174', 3)",6073.0,5392.0,1.0,5.0,1.0,1.2000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.3333333432674408,0.3636363744735718,0.13352933526039124,0.08208172768354416,0.04665640369057655,0.051522474735975266,0.03171372413635254,5.0,0.0,0.19166666269302368,0.0,0.20000000298023224,0.20000000298023224,38.0,0.6147093176841736,0.34940940141677856,0.22085170447826385,0.38585135340690613,0.2375037968158722,0.0001042361109284684,0.009210868738591671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125,"('MT430PN56174', 5)",6073.0,5392.0,1.0,5.0,1.0,1.2000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.3333333432674408,0.3636363744735718,0.13352933526039124,0.08208172768354416,0.04665640369057655,0.051522474735975266,0.03171372413635254,5.0,0.0,0.19166666269302368,0.0,0.20000000298023224,0.20000000298023224,38.0,0.6147093176841736,0.34940940141677856,0.22085170447826385,0.38585135340690613,0.2375037968158722,0.0001042361109284684,0.009210868738591671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,"('MT430PN56177', 5)",6149.0,5573.0,1.0,7.0,1.0,1.1428571939468384,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5833333134651184,0.13873808085918427,0.0744604766368866,0.058359093964099884,0.020336098968982697,0.011166824959218502,7.0,0.0,0.1111111119389534,0.0,0.1428571492433548,0.1428571492433548,41.0,0.5366981625556946,0.420642226934433,0.3901190757751465,0.1465790718793869,0.08048853278160095,0.00013682556163985282,0.019574277102947235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"('MT430PN56177', 2)",6149.0,5573.0,1.0,7.0,1.0,1.1428571939468384,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5833333134651184,0.13873808085918427,0.0744604766368866,0.058359093964099884,0.020336098968982697,0.011166824959218502,7.0,0.0,0.1111111119389534,0.0,0.1428571492433548,0.1428571492433548,41.0,0.5366981625556946,0.420642226934433,0.3901190757751465,0.1465790718793869,0.08048853278160095,0.00013682556163985282,0.019574277102947235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
128,"('MT430PN56177', 1)",6149.0,5573.0,1.0,7.0,1.0,1.1428571939468384,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5833333134651184,0.13873808085918427,0.0744604766368866,0.058359093964099884,0.020336098968982697,0.011166824959218502,7.0,0.0,0.1111111119389534,0.0,0.1428571492433548,0.1428571492433548,41.0,0.5366981625556946,0.420642226934433,0.3901190757751465,0.1465790718793869,0.08048853278160095,0.00013682556163985282,0.019574277102947235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"('MT430PN56177', 3)",6149.0,5573.0,1.0,7.0,1.0,1.1428571939468384,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5833333134651184,0.13873808085918427,0.0744604766368866,0.058359093964099884,0.020336098968982697,0.011166824959218502,7.0,0.0,0.1111111119389534,0.0,0.1428571492433548,0.1428571492433548,41.0,0.5366981625556946,0.420642226934433,0.3901190757751465,0.1465790718793869,0.08048853278160095,0.00013682556163985282,0.019574277102947235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,"('MT430PN56156', 1)",6731.0,5831.0,0.0,2.0,0.0,1.0,1.0,0.0,463.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,0.875,0.875,0.169879749417305,0.06105358898639679,0.09159821271896362,0.027672214433550835,0.0,2.0,0.0,0.0,0.0,0.125,0.1428571492433548,1.0,0.3593929708003998,0.5391944050788879,0.1965000182390213,0.16289295256137848,0.0,0.0001201254126499407,0.030607063323259354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,"('MT430PN56172', 1)",7994.0,6212.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,7.0,3.0,1.0,3.0,30.0,1.0,2.0,3.6666667461395264,0.20527471601963043,0.10225608199834824,0.07087918370962143,0.0858074352145195,0.02987184375524521,2.0,0.0,0.0,0.0,0.03703703731298447,0.1111111119389534,22.0,0.4981426000595093,0.345289409160614,0.06877800822257996,0.41801267862319946,0.14552129805088043,9.254514588974416e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
132,"('MT430PN56156', 2)",6731.0,5831.0,0.0,2.0,0.0,1.0,1.0,0.0,463.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,0.875,0.875,0.169879749417305,0.06105358898639679,0.09159821271896362,0.027672214433550835,0.0,2.0,0.0,0.0,0.0,0.125,0.1428571492433548,1.0,0.3593929708003998,0.5391944050788879,0.1965000182390213,0.16289295256137848,0.0,0.0001201254126499407,0.030607063323259354,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
133,"('MT430PN56172', 2)",7994.0,6212.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,7.0,3.0,1.0,3.0,30.0,1.0,2.0,3.6666667461395264,0.20527471601963043,0.10225608199834824,0.07087918370962143,0.0858074352145195,0.02987184375524521,2.0,0.0,0.0,0.0,0.03703703731298447,0.1111111119389534,22.0,0.4981426000595093,0.345289409160614,0.06877800822257996,0.41801267862319946,0.14552129805088043,9.254514588974416e-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
134,"('MT430PN56156', 3)",6731.0,5831.0,0.0,2.0,0.0,1.0,1.0,0.0,463.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,0.875,0.875,0.169879749417305,0.06105358898639679,0.09159821271896362,0.027672214433550835,0.0,2.0,0.0,0.0,0.0,0.125,0.1428571492433548,1.0,0.3593929708003998,0.5391944050788879,0.1965000182390213,0.16289295256137848,0.0,0.0001201254126499407,0.030607063323259354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,"('MT430PN56172', 3)",7994.0,6212.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,7.0,3.0,1.0,3.0,30.0,1.0,2.0,3.6666667461395264,0.20527471601963043,0.10225608199834824,0.07087918370962143,0.0858074352145195,0.02987184375524521,2.0,0.0,0.0,0.0,0.03703703731298447,0.1111111119389534,22.0,0.4981426000595093,0.345289409160614,0.06877800822257996,0.41801267862319946,0.14552129805088043,9.254514588974416e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136,"('MT430PN56154', 4)",7639.0,5928.0,0.4000000059604645,5.0,1.0,1.2000000476837158,2.0,6.0,55.0,5.0,13.0,4.0,15.0,5.0,1.0,0.0,1.0,1.0833333730697632,0.140694722533226,0.07997174561023712,0.04161560535430908,0.029729453846812248,0.013186096213757992,4.0,0.0,0.0,0.11666665971279144,0.20000000298023224,0.20000000298023224,48.0,0.5684061646461487,0.2957865297794342,0.31768226623535156,0.2113046795129776,0.09372133016586304,0.00010167355503654107,0.0003905064077116549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
137,"('MT430PN56156', 4)",6731.0,5831.0,0.0,2.0,0.0,1.0,1.0,0.0,463.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,0.875,0.875,0.169879749417305,0.06105358898639679,0.09159821271896362,0.027672214433550835,0.0,2.0,0.0,0.0,0.0,0.125,0.1428571492433548,1.0,0.3593929708003998,0.5391944050788879,0.1965000182390213,0.16289295256137848,0.0,0.0001201254126499407,0.030607063323259354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138,"('MT430PN56177', 4)",6149.0,5573.0,1.0,7.0,1.0,1.1428571939468384,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5833333134651184,0.13873808085918427,0.0744604766368866,0.058359093964099884,0.020336098968982697,0.011166824959218502,7.0,0.0,0.1111111119389534,0.0,0.1428571492433548,0.1428571492433548,41.0,0.5366981625556946,0.420642226934433,0.3901190757751465,0.1465790718793869,0.08048853278160095,0.00013682556163985282,0.019574277102947235,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
139,"('MT430PN56147', 5)",8430.0,6534.0,0.5,2.0,1.0,1.5,6.0,4.0,633.0,0.0,6.0,6.0,4.0,3.0,17.0,2.0,1.7333333492279053,1.75,0.25037217140197754,0.13931766152381897,0.06192854791879654,0.12297556549310684,0.054634906351566315,2.0,0.0013676644302904606,0.3529411852359772,0.0,0.38235294818878174,0.2857142984867096,32.0,0.5564422607421875,0.247345969080925,0.06527122110128403,0.49117106199264526,0.21821476519107819,0.00011511928460095078,0.12490016222000122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
140,"('MT430PN56156', 5)",6731.0,5831.0,0.0,2.0,0.0,1.0,1.0,0.0,463.0,5.0,1.0,2.0,1.0,3.0,0.0,1.0,0.875,0.875,0.169879749417305,0.06105358898639679,0.09159821271896362,0.027672214433550835,0.0,2.0,0.0,0.0,0.0,0.125,0.1428571492433548,1.0,0.3593929708003998,0.5391944050788879,0.1965000182390213,0.16289295256137848,0.0,0.0001201254126499407,0.030607063323259354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,"('MT430PN56161', 5)",6544.0,5753.0,1.0,3.0,1.0,1.3333333730697632,2.0,1.0,148.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,0.13333334028720856,0.1818181872367859,0.11011480540037155,0.0337456651031971,0.06528519839048386,0.023586375638842583,0.03544313833117485,3.0,0.0,0.23529411852359772,0.0,0.29411765933036804,0.3333333432674408,39.0,0.3064589202404022,0.5928829908370972,0.09226086735725403,0.214198037981987,0.3218744099140167,0.00011577826808206737,0.0003831040230579674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
142,"('MT208PN41036', 2)",4323.0,3472.0,0.0,1.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1428571492433548,0.13333334028720856,0.879601776599884,0.3487061858177185,0.4613320529460907,0.04199032858014107,0.003053999040275812,2.0,0.0,1.0,0.0,1.0,1.0,5.0,0.3964364230632782,0.5244783163070679,0.3043999671936035,0.047737885266542435,0.0034720245748758316,0.00014545410522259772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"('MT208PN41036', 4)",4323.0,3472.0,0.0,1.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1428571492433548,0.13333334028720856,0.879601776599884,0.3487061858177185,0.4613320529460907,0.04199032858014107,0.003053999040275812,2.0,0.0,1.0,0.0,1.0,1.0,5.0,0.3964364230632782,0.5244783163070679,0.3043999671936035,0.047737885266542435,0.0034720245748758316,0.00014545410522259772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
