,key,Session duration,Reading duration,#Subgoals validated,#Subgoals attempted,Worked without subgoal,#Subgoals changes,#Note Taking,#Summaries added to notes,Note Taking Duration,Note Checking Duration,#SUMM,#TN,#MPTG,#PKA,#JOL,#FOK,Mean # of SRL processes per relevant page to SG0 at anytime in the session (NB: some processes can end up being counted multiple times),Mean # of SRL processes per relevant page to SG1 at anytime in the session (NB: some processes can end up being counted multiple times),TimeSpentWithContentOverall,TimePageRelSG,TimePageIrrelSG,TotalTimeWithRelFullContent,TotalTimeWithIrrelFullContent,NumberSG,TimeINF,RatioPagesRelevantToInitialSubgoal1ReadWhenSubgoal1Active,RatioPagesRelevantToInitialSubgoal2ReadWhenSubgoal2Active,RatioPagesRelevantToInitialSubgoal1ReadAtAnytime,RatioPagesRelevantToInitialSubgoal2ReadAtAnytime,ImagesOpened_num,TimePageRelSG_mod,TimePageIrrelSG_mod,TotalTimeWithRelTextContent_mod,TotalTimeWithRelFullContent_mod,TotalTimeWithIrrelFullContent_mod,TotalTimeSettingSG_mod,TimeFullView_total_mod,Enjoyment,Contempt,Confusion,Curiosity,Sadness,Eureka,Neutral,Task Value,Hope,Pride,Frustration,Anxiety,Shame,Hopelessness,Boredom,Surprise
0,"('MT430PN56111', 5)",6800.0,5759.0,0.3333333432674408,3.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,7.0,1.0,6.0,2.0,2.0,1.0,0.6111111044883728,0.7647058963775635,0.13421712815761566,0.0678066834807396,0.05620774254202843,0.023117922246456146,0.016394877806305885,2.0,0.0,0.0,0.0,0.24074073135852814,0.3137255012989044,40.0,0.5052013993263245,0.41878217458724976,0.3329586982727051,0.17224271595478058,0.12215190380811691,0.00012211887224111706,0.0004327195056248456,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,"('MT430PN56111', 2)",6800.0,5759.0,0.3333333432674408,3.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,7.0,1.0,6.0,2.0,2.0,1.0,0.6111111044883728,0.7647058963775635,0.13421712815761566,0.0678066834807396,0.05620774254202843,0.023117922246456146,0.016394877806305885,2.0,0.0,0.0,0.0,0.24074073135852814,0.3137255012989044,40.0,0.5052013993263245,0.41878217458724976,0.3329586982727051,0.17224271595478058,0.12215190380811691,0.00012211887224111706,0.0004327195056248456,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,"('MT430PN56111', 3)",6800.0,5759.0,0.3333333432674408,3.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,7.0,1.0,6.0,2.0,2.0,1.0,0.6111111044883728,0.7647058963775635,0.13421712815761566,0.0678066834807396,0.05620774254202843,0.023117922246456146,0.016394877806305885,2.0,0.0,0.0,0.0,0.24074073135852814,0.3137255012989044,40.0,0.5052013993263245,0.41878217458724976,0.3329586982727051,0.17224271595478058,0.12215190380811691,0.00012211887224111706,0.0004327195056248456,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,"('MT430PN56111', 1)",6800.0,5759.0,0.3333333432674408,3.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,7.0,1.0,6.0,2.0,2.0,1.0,0.6111111044883728,0.7647058963775635,0.13421712815761566,0.0678066834807396,0.05620774254202843,0.023117922246456146,0.016394877806305885,2.0,0.0,0.0,0.0,0.24074073135852814,0.3137255012989044,40.0,0.5052013993263245,0.41878217458724976,0.3329586982727051,0.17224271595478058,0.12215190380811691,0.00012211887224111706,0.0004327195056248456,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,"('MT430PN56111', 4)",6800.0,5759.0,0.3333333432674408,3.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,7.0,1.0,6.0,2.0,2.0,1.0,0.6111111044883728,0.7647058963775635,0.13421712815761566,0.0678066834807396,0.05620774254202843,0.023117922246456146,0.016394877806305885,2.0,0.0,0.0,0.0,0.24074073135852814,0.3137255012989044,40.0,0.5052013993263245,0.41878217458724976,0.3329586982727051,0.17224271595478058,0.12215190380811691,0.00012211887224111706,0.0004327195056248456,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"('MT430PN56113', 3)",8258.0,6305.0,0.25,4.0,1.0,1.5,8.0,15.0,334.0,137.0,16.0,9.0,3.0,3.0,4.0,2.0,0.8333333134651184,1.545454502105713,0.1356385052204132,0.0763557031750679,0.03488630801439285,0.048412591218948364,0.008988535962998867,3.0,0.0010584756964817643,0.0,0.0,0.25,0.25,37.0,0.5629352927207947,0.2572006285190582,0.20601163804531097,0.3569236695766449,0.06626831740140915,0.00010985101107507944,0.0872482880949974,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"('MT430PN56113', 2)",8258.0,6305.0,0.25,4.0,1.0,1.5,8.0,15.0,334.0,137.0,16.0,9.0,3.0,3.0,4.0,2.0,0.8333333134651184,1.545454502105713,0.1356385052204132,0.0763557031750679,0.03488630801439285,0.048412591218948364,0.008988535962998867,3.0,0.0010584756964817643,0.0,0.0,0.25,0.25,37.0,0.5629352927207947,0.2572006285190582,0.20601163804531097,0.3569236695766449,0.06626831740140915,0.00010985101107507944,0.0872482880949974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,"('MT430PN56113', 5)",8258.0,6305.0,0.25,4.0,1.0,1.5,8.0,15.0,334.0,137.0,16.0,9.0,3.0,3.0,4.0,2.0,0.8333333134651184,1.545454502105713,0.1356385052204132,0.0763557031750679,0.03488630801439285,0.048412591218948364,0.008988535962998867,3.0,0.0010584756964817643,0.0,0.0,0.25,0.25,37.0,0.5629352927207947,0.2572006285190582,0.20601163804531097,0.3569236695766449,0.06626831740140915,0.00010985101107507944,0.0872482880949974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"('MT430PN56113', 4)",8258.0,6305.0,0.25,4.0,1.0,1.5,8.0,15.0,334.0,137.0,16.0,9.0,3.0,3.0,4.0,2.0,0.8333333134651184,1.545454502105713,0.1356385052204132,0.0763557031750679,0.03488630801439285,0.048412591218948364,0.008988535962998867,3.0,0.0010584756964817643,0.0,0.0,0.25,0.25,37.0,0.5629352927207947,0.2572006285190582,0.20601163804531097,0.3569236695766449,0.06626831740140915,0.00010985101107507944,0.0872482880949974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,"('MT430PN56113', 1)",8258.0,6305.0,0.25,4.0,1.0,1.5,8.0,15.0,334.0,137.0,16.0,9.0,3.0,3.0,4.0,2.0,0.8333333134651184,1.545454502105713,0.1356385052204132,0.0763557031750679,0.03488630801439285,0.048412591218948364,0.008988535962998867,3.0,0.0010584756964817643,0.0,0.0,0.25,0.25,37.0,0.5629352927207947,0.2572006285190582,0.20601163804531097,0.3569236695766449,0.06626831740140915,0.00010985101107507944,0.0872482880949974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,"('MT430PN56121', 5)",6004.0,5412.0,1.1666666269302368,6.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.7058823704719543,0.2083333283662796,0.12035848945379257,0.04116896167397499,0.07611799240112305,0.0004848852113354951,0.01050478219985962,6.0,0.0,0.0882352963089943,0.0347222201526165,0.1568627506494522,0.1597222238779068,11.0,0.3420528173446655,0.6324272751808167,0.3380241394042969,0.004028674680739641,0.08727911114692688,0.0001011823769658804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,"('MT430PN56121', 2)",6004.0,5412.0,1.1666666269302368,6.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.7058823704719543,0.2083333283662796,0.12035848945379257,0.04116896167397499,0.07611799240112305,0.0004848852113354951,0.01050478219985962,6.0,0.0,0.0882352963089943,0.0347222201526165,0.1568627506494522,0.1597222238779068,11.0,0.3420528173446655,0.6324272751808167,0.3380241394042969,0.004028674680739641,0.08727911114692688,0.0001011823769658804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,"('MT430PN56121', 1)",6004.0,5412.0,1.1666666269302368,6.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.7058823704719543,0.2083333283662796,0.12035848945379257,0.04116896167397499,0.07611799240112305,0.0004848852113354951,0.01050478219985962,6.0,0.0,0.0882352963089943,0.0347222201526165,0.1568627506494522,0.1597222238779068,11.0,0.3420528173446655,0.6324272751808167,0.3380241394042969,0.004028674680739641,0.08727911114692688,0.0001011823769658804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,"('MT430PN56121', 4)",6004.0,5412.0,1.1666666269302368,6.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.7058823704719543,0.2083333283662796,0.12035848945379257,0.04116896167397499,0.07611799240112305,0.0004848852113354951,0.01050478219985962,6.0,0.0,0.0882352963089943,0.0347222201526165,0.1568627506494522,0.1597222238779068,11.0,0.3420528173446655,0.6324272751808167,0.3380241394042969,0.004028674680739641,0.08727911114692688,0.0001011823769658804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,"('MT430PN56121', 3)",6004.0,5412.0,1.1666666269302368,6.0,1.0,1.3333333730697632,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.7058823704719543,0.2083333283662796,0.12035848945379257,0.04116896167397499,0.07611799240112305,0.0004848852113354951,0.01050478219985962,6.0,0.0,0.0882352963089943,0.0347222201526165,0.1568627506494522,0.1597222238779068,11.0,0.3420528173446655,0.6324272751808167,0.3380241394042969,0.004028674680739641,0.08727911114692688,0.0001011823769658804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"('MT430PN56122', 1)",7511.0,5611.0,0.3333333432674408,3.0,0.0,1.0,14.0,0.0,666.0,0.0,0.0,14.0,2.0,2.0,22.0,0.0,1.1111111640930176,0.8333333134651184,0.1723271757364273,0.031522102653980255,0.10351108759641647,0.023209841921925545,0.052015889436006546,2.0,0.0041913120076060295,0.14814814925193787,0.0555555559694767,0.29629629850387573,0.277777761220932,42.0,0.18292009830474854,0.6006660461425781,0.04823534935712814,0.1346847414970398,0.3018437922000885,9.627592953620479e-05,0.0224916934967041,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,"('MT430PN56122', 5)",7511.0,5611.0,0.3333333432674408,3.0,0.0,1.0,14.0,0.0,666.0,0.0,0.0,14.0,2.0,2.0,22.0,0.0,1.1111111640930176,0.8333333134651184,0.1723271757364273,0.031522102653980255,0.10351108759641647,0.023209841921925545,0.052015889436006546,2.0,0.0041913120076060295,0.14814814925193787,0.0555555559694767,0.29629629850387573,0.277777761220932,42.0,0.18292009830474854,0.6006660461425781,0.04823534935712814,0.1346847414970398,0.3018437922000885,9.627592953620479e-05,0.0224916934967041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,"('MT430PN56122', 4)",7511.0,5611.0,0.3333333432674408,3.0,0.0,1.0,14.0,0.0,666.0,0.0,0.0,14.0,2.0,2.0,22.0,0.0,1.1111111640930176,0.8333333134651184,0.1723271757364273,0.031522102653980255,0.10351108759641647,0.023209841921925545,0.052015889436006546,2.0,0.0041913120076060295,0.14814814925193787,0.0555555559694767,0.29629629850387573,0.277777761220932,42.0,0.18292009830474854,0.6006660461425781,0.04823534935712814,0.1346847414970398,0.3018437922000885,9.627592953620479e-05,0.0224916934967041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"('MT430PN56122', 2)",7511.0,5611.0,0.3333333432674408,3.0,0.0,1.0,14.0,0.0,666.0,0.0,0.0,14.0,2.0,2.0,22.0,0.0,1.1111111640930176,0.8333333134651184,0.1723271757364273,0.031522102653980255,0.10351108759641647,0.023209841921925545,0.052015889436006546,2.0,0.0041913120076060295,0.14814814925193787,0.0555555559694767,0.29629629850387573,0.277777761220932,42.0,0.18292009830474854,0.6006660461425781,0.04823534935712814,0.1346847414970398,0.3018437922000885,9.627592953620479e-05,0.0224916934967041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"('MT430PN56122', 3)",7511.0,5611.0,0.3333333432674408,3.0,0.0,1.0,14.0,0.0,666.0,0.0,0.0,14.0,2.0,2.0,22.0,0.0,1.1111111640930176,0.8333333134651184,0.1723271757364273,0.031522102653980255,0.10351108759641647,0.023209841921925545,0.052015889436006546,2.0,0.0041913120076060295,0.14814814925193787,0.0555555559694767,0.29629629850387573,0.277777761220932,42.0,0.18292009830474854,0.6006660461425781,0.04823534935712814,0.1346847414970398,0.3018437922000885,9.627592953620479e-05,0.0224916934967041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"('MT430PN56123', 4)",6712.0,6010.0,0.75,4.0,0.0,1.0,5.0,0.0,145.0,4.0,1.0,10.0,4.0,0.0,0.0,1.0,0.1666666716337204,0.5,0.17027293145656586,0.05587569624185562,0.09411968290805817,0.0001621956762392074,0.0,3.0,8.52246448630467e-05,0.02777777798473835,0.0,0.1111111119389534,0.1458333283662796,2.0,0.32815372943878174,0.552757740020752,0.32720115780830383,0.0009525628993287683,0.0,0.00011684013588819653,0.0020739389583468437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"('MT430PN56123', 1)",6712.0,6010.0,0.75,4.0,0.0,1.0,5.0,0.0,145.0,4.0,1.0,10.0,4.0,0.0,0.0,1.0,0.1666666716337204,0.5,0.17027293145656586,0.05587569624185562,0.09411968290805817,0.0001621956762392074,0.0,3.0,8.52246448630467e-05,0.02777777798473835,0.0,0.1111111119389534,0.1458333283662796,2.0,0.32815372943878174,0.552757740020752,0.32720115780830383,0.0009525628993287683,0.0,0.00011684013588819653,0.0020739389583468437,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"('MT430PN56123', 3)",6712.0,6010.0,0.75,4.0,0.0,1.0,5.0,0.0,145.0,4.0,1.0,10.0,4.0,0.0,0.0,1.0,0.1666666716337204,0.5,0.17027293145656586,0.05587569624185562,0.09411968290805817,0.0001621956762392074,0.0,3.0,8.52246448630467e-05,0.02777777798473835,0.0,0.1111111119389534,0.1458333283662796,2.0,0.32815372943878174,0.552757740020752,0.32720115780830383,0.0009525628993287683,0.0,0.00011684013588819653,0.0020739389583468437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,"('MT430PN56123', 5)",6712.0,6010.0,0.75,4.0,0.0,1.0,5.0,0.0,145.0,4.0,1.0,10.0,4.0,0.0,0.0,1.0,0.1666666716337204,0.5,0.17027293145656586,0.05587569624185562,0.09411968290805817,0.0001621956762392074,0.0,3.0,8.52246448630467e-05,0.02777777798473835,0.0,0.1111111119389534,0.1458333283662796,2.0,0.32815372943878174,0.552757740020752,0.32720115780830383,0.0009525628993287683,0.0,0.00011684013588819653,0.0020739389583468437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,"('MT430PN56123', 2)",6712.0,6010.0,0.75,4.0,0.0,1.0,5.0,0.0,145.0,4.0,1.0,10.0,4.0,0.0,0.0,1.0,0.1666666716337204,0.5,0.17027293145656586,0.05587569624185562,0.09411968290805817,0.0001621956762392074,0.0,3.0,8.52246448630467e-05,0.02777777798473835,0.0,0.1111111119389534,0.1458333283662796,2.0,0.32815372943878174,0.552757740020752,0.32720115780830383,0.0009525628993287683,0.0,0.00011684013588819653,0.0020739389583468437,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,"('MT430PN56125', 5)",7364.0,6005.0,0.3333333432674408,3.0,1.0,1.6666666269302368,0.0,1.0,0.0,0.0,6.0,2.0,19.0,2.0,13.0,1.0,3.692307710647583,4.375,0.11837885528802872,0.09980425983667374,0.0033181605394929647,0.03740522637963295,0.0,3.0,0.0,0.14814814925193787,0.0,0.2222222238779068,0.29629629850387573,11.0,0.8430919647216797,0.02803000994026661,0.5271130204200745,0.3159789443016052,0.0,9.718569344840944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
26,"('MT430PN56125', 2)",7364.0,6005.0,0.3333333432674408,3.0,1.0,1.6666666269302368,0.0,1.0,0.0,0.0,6.0,2.0,19.0,2.0,13.0,1.0,3.692307710647583,4.375,0.11837885528802872,0.09980425983667374,0.0033181605394929647,0.03740522637963295,0.0,3.0,0.0,0.14814814925193787,0.0,0.2222222238779068,0.29629629850387573,11.0,0.8430919647216797,0.02803000994026661,0.5271130204200745,0.3159789443016052,0.0,9.718569344840944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"('MT430PN56125', 3)",7364.0,6005.0,0.3333333432674408,3.0,1.0,1.6666666269302368,0.0,1.0,0.0,0.0,6.0,2.0,19.0,2.0,13.0,1.0,3.692307710647583,4.375,0.11837885528802872,0.09980425983667374,0.0033181605394929647,0.03740522637963295,0.0,3.0,0.0,0.14814814925193787,0.0,0.2222222238779068,0.29629629850387573,11.0,0.8430919647216797,0.02803000994026661,0.5271130204200745,0.3159789443016052,0.0,9.718569344840944e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,"('MT430PN56125', 1)",7364.0,6005.0,0.3333333432674408,3.0,1.0,1.6666666269302368,0.0,1.0,0.0,0.0,6.0,2.0,19.0,2.0,13.0,1.0,3.692307710647583,4.375,0.11837885528802872,0.09980425983667374,0.0033181605394929647,0.03740522637963295,0.0,3.0,0.0,0.14814814925193787,0.0,0.2222222238779068,0.29629629850387573,11.0,0.8430919647216797,0.02803000994026661,0.5271130204200745,0.3159789443016052,0.0,9.718569344840944e-05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,"('MT430PN56125', 4)",7364.0,6005.0,0.3333333432674408,3.0,1.0,1.6666666269302368,0.0,1.0,0.0,0.0,6.0,2.0,19.0,2.0,13.0,1.0,3.692307710647583,4.375,0.11837885528802872,0.09980425983667374,0.0033181605394929647,0.03740522637963295,0.0,3.0,0.0,0.14814814925193787,0.0,0.2222222238779068,0.29629629850387573,11.0,0.8430919647216797,0.02803000994026661,0.5271130204200745,0.3159789443016052,0.0,9.718569344840944e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"('MT430PN56145', 3)",7412.0,6101.0,0.6666666865348816,3.0,1.0,1.6666666269302368,14.0,1.0,1203.0,176.0,10.0,18.0,4.0,3.0,3.0,1.0,0.5,2.454545497894287,0.14386776089668274,0.08320420980453491,0.04260720685124397,0.030827630311250687,0.0276181623339653,3.0,0.0,0.02777777798473835,0.06060606241226196,0.1944444328546524,0.3030303120613098,34.0,0.578338086605072,0.29615533351898193,0.3640606105327606,0.21427753567695618,0.19196908175945282,0.00010700819257181138,0.0007810837705619633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"('MT430PN56145', 1)",7412.0,6101.0,0.6666666865348816,3.0,1.0,1.6666666269302368,14.0,1.0,1203.0,176.0,10.0,18.0,4.0,3.0,3.0,1.0,0.5,2.454545497894287,0.14386776089668274,0.08320420980453491,0.04260720685124397,0.030827630311250687,0.0276181623339653,3.0,0.0,0.02777777798473835,0.06060606241226196,0.1944444328546524,0.3030303120613098,34.0,0.578338086605072,0.29615533351898193,0.3640606105327606,0.21427753567695618,0.19196908175945282,0.00010700819257181138,0.0007810837705619633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"('MT430PN56145', 4)",7412.0,6101.0,0.6666666865348816,3.0,1.0,1.6666666269302368,14.0,1.0,1203.0,176.0,10.0,18.0,4.0,3.0,3.0,1.0,0.5,2.454545497894287,0.14386776089668274,0.08320420980453491,0.04260720685124397,0.030827630311250687,0.0276181623339653,3.0,0.0,0.02777777798473835,0.06060606241226196,0.1944444328546524,0.3030303120613098,34.0,0.578338086605072,0.29615533351898193,0.3640606105327606,0.21427753567695618,0.19196908175945282,0.00010700819257181138,0.0007810837705619633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,"('MT430PN56145', 5)",7412.0,6101.0,0.6666666865348816,3.0,1.0,1.6666666269302368,14.0,1.0,1203.0,176.0,10.0,18.0,4.0,3.0,3.0,1.0,0.5,2.454545497894287,0.14386776089668274,0.08320420980453491,0.04260720685124397,0.030827630311250687,0.0276181623339653,3.0,0.0,0.02777777798473835,0.06060606241226196,0.1944444328546524,0.3030303120613098,34.0,0.578338086605072,0.29615533351898193,0.3640606105327606,0.21427753567695618,0.19196908175945282,0.00010700819257181138,0.0007810837705619633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"('MT430PN56145', 2)",7412.0,6101.0,0.6666666865348816,3.0,1.0,1.6666666269302368,14.0,1.0,1203.0,176.0,10.0,18.0,4.0,3.0,3.0,1.0,0.5,2.454545497894287,0.14386776089668274,0.08320420980453491,0.04260720685124397,0.030827630311250687,0.0276181623339653,3.0,0.0,0.02777777798473835,0.06060606241226196,0.1944444328546524,0.3030303120613098,34.0,0.578338086605072,0.29615533351898193,0.3640606105327606,0.21427753567695618,0.19196908175945282,0.00010700819257181138,0.0007810837705619633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"('MT430PN56147', 4)",8430.0,6534.0,0.5,2.0,1.0,1.5,6.0,4.0,633.0,0.0,6.0,6.0,4.0,3.0,17.0,2.0,1.7333333492279053,1.75,0.25037217140197754,0.13931766152381897,0.06192854791879654,0.12297556549310684,0.054634906351566315,2.0,0.0013676644302904606,0.3529411852359772,0.0,0.38235294818878174,0.2857142984867096,32.0,0.5564422607421875,0.247345969080925,0.06527122110128403,0.49117106199264526,0.21821476519107819,0.00011511928460095078,0.12490016222000122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"('MT430PN56147', 1)",8430.0,6534.0,0.5,2.0,1.0,1.5,6.0,4.0,633.0,0.0,6.0,6.0,4.0,3.0,17.0,2.0,1.7333333492279053,1.75,0.25037217140197754,0.13931766152381897,0.06192854791879654,0.12297556549310684,0.054634906351566315,2.0,0.0013676644302904606,0.3529411852359772,0.0,0.38235294818878174,0.2857142984867096,32.0,0.5564422607421875,0.247345969080925,0.06527122110128403,0.49117106199264526,0.21821476519107819,0.00011511928460095078,0.12490016222000122,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"('MT430PN56147', 3)",8430.0,6534.0,0.5,2.0,1.0,1.5,6.0,4.0,633.0,0.0,6.0,6.0,4.0,3.0,17.0,2.0,1.7333333492279053,1.75,0.25037217140197754,0.13931766152381897,0.06192854791879654,0.12297556549310684,0.054634906351566315,2.0,0.0013676644302904606,0.3529411852359772,0.0,0.38235294818878174,0.2857142984867096,32.0,0.5564422607421875,0.247345969080925,0.06527122110128403,0.49117106199264526,0.21821476519107819,0.00011511928460095078,0.12490016222000122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,"('MT430PN56147', 2)",8430.0,6534.0,0.5,2.0,1.0,1.5,6.0,4.0,633.0,0.0,6.0,6.0,4.0,3.0,17.0,2.0,1.7333333492279053,1.75,0.25037217140197754,0.13931766152381897,0.06192854791879654,0.12297556549310684,0.054634906351566315,2.0,0.0013676644302904606,0.3529411852359772,0.0,0.38235294818878174,0.2857142984867096,32.0,0.5564422607421875,0.247345969080925,0.06527122110128403,0.49117106199264526,0.21821476519107819,0.00011511928460095078,0.12490016222000122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"('MT430PN56148', 3)",6286.0,5604.0,1.0,2.0,1.0,1.5,30.0,0.0,1846.0,494.0,0.0,42.0,2.0,0.0,0.0,0.0,0.8333333134651184,1.2777777910232544,0.11260516196489334,0.021481549367308617,0.08395477384328842,0.0001402764319209382,0.023264164105057716,2.0,0.0,0.2916666567325592,0.0,0.4583333432674408,0.4722222089767456,13.0,0.1907687783241272,0.7455677390098572,0.18952302634716034,0.0012457371922209859,0.20659944415092468,0.0001119057706091553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"('MT430PN56148', 1)",6286.0,5604.0,1.0,2.0,1.0,1.5,30.0,0.0,1846.0,494.0,0.0,42.0,2.0,0.0,0.0,0.0,0.8333333134651184,1.2777777910232544,0.11260516196489334,0.021481549367308617,0.08395477384328842,0.0001402764319209382,0.023264164105057716,2.0,0.0,0.2916666567325592,0.0,0.4583333432674408,0.4722222089767456,13.0,0.1907687783241272,0.7455677390098572,0.18952302634716034,0.0012457371922209859,0.20659944415092468,0.0001119057706091553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,"('MT430PN56148', 5)",6286.0,5604.0,1.0,2.0,1.0,1.5,30.0,0.0,1846.0,494.0,0.0,42.0,2.0,0.0,0.0,0.0,0.8333333134651184,1.2777777910232544,0.11260516196489334,0.021481549367308617,0.08395477384328842,0.0001402764319209382,0.023264164105057716,2.0,0.0,0.2916666567325592,0.0,0.4583333432674408,0.4722222089767456,13.0,0.1907687783241272,0.7455677390098572,0.18952302634716034,0.0012457371922209859,0.20659944415092468,0.0001119057706091553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
