
[1] "frustration_boredom,full_prev_3,5,5,SVM,0.222222222222222,22"
[1] "frustration_boredom,full_prev_3,5,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,5,5,WithinBase,0.777777777777778"
[1] "frustration_boredom,full_prev_3,5,5,Logit,0.666666666666667,9.52835497835498"
[1] "frustration_boredom,full_prev_3,5,5,RF,0.782608695652174,4.66187423687424"
[1] "frustration_boredom,full_prev_3,5,5,NN,0.456521739130435,11.4170773670774"
[1] "frustration_boredom,full_prev_3,5,5,SVM,0.260869565217391,23"
[1] "frustration_boredom,full_prev_3,5,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,5,5,WithinBase,0.739130434782609"
[1] "frustration_boredom,full_prev_3,5,5,Logit,0.729166666666667,9.94502164502164"
[1] "frustration_boredom,full_prev_3,5,5,RF,0.754385964912281,4.66187423687424"
[1] "frustration_boredom,full_prev_3,5,5,NN,0.578947368421053,12.1093850593851"
[1] "frustration_boredom,full_prev_3,5,5,SVM,0.228070175438596,24"
[1] "frustration_boredom,full_prev_3,5,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,5,5,WithinBase,0.771929824561403"
[1] "frustration_boredom,full_prev_3,5,5,Logit,0.615384615384615,10.0219447219447"
[1] "frustration_boredom,full_prev_3,5,5,RF,0.727272727272727,4.73879731379731"
[1] "frustration_boredom,full_prev_3,5,5,NN,0.581818181818182,12.6478465978466"
[1] "frustration_boredom,full_prev_3,5,5,SVM,0.236363636363636,25"
[1] "frustration_boredom,full_prev_3,5,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,5,5,WithinBase,0.763636363636364"
[1] "frustration_boredom,full_prev_3,6,5,Logit,0.822222222222222,10.4663891663892"
[1] "frustration_boredom,full_prev_3,6,5,RF,0.777777777777778,4.96101953601954"
[1] "frustration_boredom,full_prev_3,6,5,NN,0.644444444444444,13.2034021534022"
[1] "frustration_boredom,full_prev_3,6,5,SVM,0.2,26"
[1] "frustration_boredom,full_prev_3,6,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,6,5,WithinBase,0.8"
[1] "frustration_boredom,full_prev_3,6,5,Logit,0.619047619047619,11.2997224997225"
[1] "frustration_boredom,full_prev_3,6,5,RF,0.696428571428571,5.08601953601954"
[1] "frustration_boredom,full_prev_3,6,5,NN,0.607142857142857,13.7034021534022"
[1] "frustration_boredom,full_prev_3,6,5,SVM,0.142857142857143,27"
[1] "frustration_boredom,full_prev_3,6,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,6,5,WithinBase,0.857142857142857"
[1] "frustration_boredom,full_prev_3,6,5,Logit,0.576923076923077,11.4997224997225"
[1] "frustration_boredom,full_prev_3,6,5,RF,0.701754385964912,5.21101953601954"
[1] "frustration_boredom,full_prev_3,6,5,NN,0.491228070175439,13.9534021534022"
[1] "frustration_boredom,full_prev_3,6,5,SVM,0.280701754385965,28"
[1] "frustration_boredom,full_prev_3,6,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,6,5,WithinBase,0.719298245614035"
[1] "frustration_boredom,full_prev_3,6,5,Logit,0.680851063829787,11.8330558330558"
[1] "frustration_boredom,full_prev_3,6,5,RF,0.641509433962264,5.39851953601954"
[1] "frustration_boredom,full_prev_3,6,5,NN,0.509433962264151,14.5784021534022"
[1] "frustration_boredom,full_prev_3,6,5,SVM,0.30188679245283,29"
[1] "frustration_boredom,full_prev_3,6,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,6,5,WithinBase,0.69811320754717"
[1] "frustration_boredom,full_prev_3,6,5,Logit,0.711538461538462,12.5330558330558"
[1] "frustration_boredom,full_prev_3,6,5,RF,0.810344827586207,5.8151862026862"
[1] "frustration_boredom,full_prev_3,6,5,NN,0.482758620689655,15.1617354867355"
[1] "frustration_boredom,full_prev_3,6,5,SVM,0.206896551724138,30"
[1] "frustration_boredom,full_prev_3,6,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,6,5,WithinBase,0.793103448275862"
[1] "frustration_boredom,full_prev_3,7,5,Logit,0.673913043478261,12.7330558330558"
[1] "frustration_boredom,full_prev_3,7,5,RF,0.784313725490196,5.9401862026862"
[1] "frustration_boredom,full_prev_3,7,5,NN,0.627450980392157,15.7867354867355"
[1] "frustration_boredom,full_prev_3,7,5,SVM,0.156862745098039,31"
[1] "frustration_boredom,full_prev_3,7,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,7,5,WithinBase,0.843137254901961"
[1] "frustration_boredom,full_prev_3,7,5,Logit,0.73469387755102,12.9830558330558"
[1] "frustration_boredom,full_prev_3,7,5,RF,0.732142857142857,6.1401862026862"
[1] "frustration_boredom,full_prev_3,7,5,NN,0.482142857142857,16.4534021534022"
[1] "frustration_boredom,full_prev_3,7,5,SVM,0.267857142857143,32"
[1] "frustration_boredom,full_prev_3,7,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,7,5,WithinBase,0.732142857142857"
[1] "frustration_boredom,full_prev_3,7,5,Logit,0.72,13.3830558330558"
[1] "frustration_boredom,full_prev_3,7,5,RF,0.644067796610169,6.37548032033326"
[1] "frustration_boredom,full_prev_3,7,5,NN,0.525423728813559,16.982813918108"
[1] "frustration_boredom,full_prev_3,7,5,SVM,0.288135593220339,33"
[1] "frustration_boredom,full_prev_3,7,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,7,5,WithinBase,0.711864406779661"
[1] "frustration_boredom,full_prev_3,7,5,Logit,0.761904761904762,14.1608336108336"
[1] "frustration_boredom,full_prev_3,7,5,RF,0.765957446808511,6.73911668396963"
[1] "frustration_boredom,full_prev_3,7,5,NN,0.531914893617021,17.7100866453808"
[1] "frustration_boredom,full_prev_3,7,5,SVM,0.234042553191489,34"
[1] "frustration_boredom,full_prev_3,7,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,7,5,WithinBase,0.765957446808511"
[1] "frustration_boredom,full_prev_3,7,5,Logit,0.679245283018868,14.5608336108336"
[1] "frustration_boredom,full_prev_3,7,5,RF,0.75,6.83911668396962"
[1] "frustration_boredom,full_prev_3,7,5,NN,0.571428571428571,18.3100866453808"
[1] "frustration_boredom,full_prev_3,7,5,SVM,0.178571428571429,35"
[1] "frustration_boredom,full_prev_3,7,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,7,5,WithinBase,0.821428571428571"
[1] "frustration_boredom,full_prev_3,8,5,Logit,0.784313725490196,14.8108336108336"
[1] "frustration_boredom,full_prev_3,8,5,RF,0.803921568627451,6.83911668396962"
[1] "frustration_boredom,full_prev_3,8,5,NN,0.450980392156863,18.5600866453808"
[1] "frustration_boredom,full_prev_3,8,5,SVM,0.156862745098039,36"
[1] "frustration_boredom,full_prev_3,8,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,8,5,WithinBase,0.843137254901961"
[1] "frustration_boredom,full_prev_3,8,5,Logit,0.527272727272727,15.1858336108336"
[1] "frustration_boredom,full_prev_3,8,5,RF,0.596774193548387,6.83911668396962"
[1] "frustration_boredom,full_prev_3,8,5,NN,0.564516129032258,19.1225866453808"
[1] "frustration_boredom,full_prev_3,8,5,SVM,0.258064516129032,37"
[1] "frustration_boredom,full_prev_3,8,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,8,5,WithinBase,0.741935483870968"
[1] "frustration_boredom,full_prev_3,8,5,Logit,0.659574468085106,15.6025002775003"
[1] "frustration_boredom,full_prev_3,8,5,RF,0.846153846153846,7.26768811254105"
[1] "frustration_boredom,full_prev_3,8,5,NN,0.5,19.4797295025236"
[1] "frustration_boredom,full_prev_3,8,5,SVM,0.269230769230769,38"
[1] "frustration_boredom,full_prev_3,8,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,8,5,WithinBase,0.730769230769231"
[1] "frustration_boredom,full_prev_3,8,5,Logit,0.854166666666667,16.0025002775003"
[1] "frustration_boredom,full_prev_3,8,5,RF,0.727272727272727,7.26768811254105"
[1] "frustration_boredom,full_prev_3,8,5,NN,0.618181818181818,20.0251840479782"
[1] "frustration_boredom,full_prev_3,8,5,SVM,0.2,39"
[1] "frustration_boredom,full_prev_3,8,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,8,5,WithinBase,0.8"
[1] "frustration_boredom,full_prev_3,8,5,Logit,0.575,16.3358336108336"
[1] "frustration_boredom,full_prev_3,8,5,RF,0.693877551020408,7.35102144587439"
[1] "frustration_boredom,full_prev_3,8,5,NN,0.489795918367347,20.6085173813115"
[1] "frustration_boredom,full_prev_3,8,5,SVM,0.244897959183673,40"
[1] "frustration_boredom,full_prev_3,8,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,8,5,WithinBase,0.755102040816326"
[1] "frustration_boredom,full_prev_3,9,5,Logit,0.711538461538462,16.8691669441669"
[1] "frustration_boredom,full_prev_3,9,5,RF,0.69811320754717,7.68435477920772"
[1] "frustration_boredom,full_prev_3,9,5,NN,0.415094339622642,21.0751840479782"
[1] "frustration_boredom,full_prev_3,9,5,SVM,0.283018867924528,41"
[1] "frustration_boredom,full_prev_3,9,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,9,5,WithinBase,0.716981132075472"
[1] "frustration_boredom,full_prev_3,9,5,Logit,0.735849056603774,17.0358336108336"
[1] "frustration_boredom,full_prev_3,9,5,RF,0.508771929824561,7.97006906492201"
[1] "frustration_boredom,full_prev_3,9,5,NN,0.473684210526316,21.7894697622639"
[1] "frustration_boredom,full_prev_3,9,5,SVM,0.12280701754386,42"
[1] "frustration_boredom,full_prev_3,9,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,9,5,WithinBase,0.87719298245614"
[1] "frustration_boredom,full_prev_3,9,5,Logit,0.645833333333333,17.3691669441669"
[1] "frustration_boredom,full_prev_3,9,5,RF,0.584905660377358,8.095069064922"
[1] "frustration_boredom,full_prev_3,9,5,NN,0.471698113207547,22.1019697622639"
[1] "frustration_boredom,full_prev_3,9,5,SVM,0.30188679245283,43"
[1] "frustration_boredom,full_prev_3,9,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,9,5,WithinBase,0.69811320754717"
[1] "frustration_boredom,full_prev_3,9,5,Logit,0.6875,17.5691669441669"
[1] "frustration_boredom,full_prev_3,9,5,RF,0.745454545454545,8.095069064922"
[1] "frustration_boredom,full_prev_3,9,5,NN,0.436363636363636,22.4656061259002"
[1] "frustration_boredom,full_prev_3,9,5,SVM,0.2,44"
[1] "frustration_boredom,full_prev_3,9,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,9,5,WithinBase,0.8"
[1] "frustration_boredom,full_prev_3,9,5,Logit,0.692307692307692,18.3691669441669"
[1] "frustration_boredom,full_prev_3,9,5,RF,0.745098039215686,8.345069064922"
[1] "frustration_boredom,full_prev_3,9,5,NN,0.509803921568627,23.1322727925669"
[1] "frustration_boredom,full_prev_3,9,5,SVM,0.235294117647059,45"
[1] "frustration_boredom,full_prev_3,9,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,9,5,WithinBase,0.764705882352941"
[1] "frustration_boredom,full_prev_3,10,5,Logit,0.754716981132076,18.7858336108336"
[1] "frustration_boredom,full_prev_3,10,5,RF,0.728813559322034,8.65276137261431"
[1] "frustration_boredom,full_prev_3,10,5,NN,0.457627118644068,23.5168881771823"
[1] "frustration_boredom,full_prev_3,10,5,SVM,0.220338983050847,46"
[1] "frustration_boredom,full_prev_3,10,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,10,5,WithinBase,0.779661016949153"
[1] "frustration_boredom,full_prev_3,10,5,Logit,0.577777777777778,18.8691669441669"
[1] "frustration_boredom,full_prev_3,10,5,RF,0.574074074074074,8.85276137261431"
[1] "frustration_boredom,full_prev_3,10,5,NN,0.537037037037037,24.2502215105156"
[1] "frustration_boredom,full_prev_3,10,5,SVM,0.277777777777778,47"
[1] "frustration_boredom,full_prev_3,10,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,10,5,WithinBase,0.722222222222222"
[1] "frustration_boredom,full_prev_3,10,5,Logit,0.727272727272727,19.6691669441669"
[1] "frustration_boredom,full_prev_3,10,5,RF,0.846153846153846,8.85276137261431"
[1] "frustration_boredom,full_prev_3,10,5,NN,0.442307692307692,24.3930786533728"
[1] "frustration_boredom,full_prev_3,10,5,SVM,0.134615384615385,48"
[1] "frustration_boredom,full_prev_3,10,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,10,5,WithinBase,0.865384615384615"
[1] "frustration_boredom,full_prev_3,10,5,Logit,0.738095238095238,20.3358336108336"
[1] "frustration_boredom,full_prev_3,10,5,RF,0.755555555555556,9.15276137261431"
[1] "frustration_boredom,full_prev_3,10,5,NN,0.533333333333333,25.0930786533728"
[1] "frustration_boredom,full_prev_3,10,5,SVM,0.222222222222222,49"
[1] "frustration_boredom,full_prev_3,10,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,10,5,WithinBase,0.777777777777778"
[1] "frustration_boredom,full_prev_3,10,5,Logit,0.703703703703704,20.9358336108336"
[1] "frustration_boredom,full_prev_3,10,5,RF,0.661016949152542,9.27776137261431"
[1] "frustration_boredom,full_prev_3,10,5,NN,0.440677966101695,25.4680786533728"
[1] "frustration_boredom,full_prev_3,10,5,SVM,0.271186440677966,50"
[1] "frustration_boredom,full_prev_3,10,5,OverallBase,0.773234200743494"
[1] "frustration_boredom,full_prev_3,10,5,WithinBase,0.728813559322034"
