,id,Tobii Fixations,New Fixations,Mean Position Difference,StdDev Position Difference,Max Position Difference,Mean Duration Difference,StdDev Duration Difference,Max Duration Difference,Match Score
0,MT208PN41043,11981,12960,35.21739586633497,186.2636059209146,4947.790846485297,156.44945987654322,371.66264851010754,7778,0.6766203703703704
1,MT208PN41016,12212,14033,258.59453152581005,1024.8030868297103,11551.696361912467,161.84037625596807,539.0484504984762,10876,0.5777096843155419
2,MT208PN41053,16595,5500,97.38378975858305,207.12739117228142,4553.842600410888,411.9543636363636,1014.990153606094,9477,0.21181818181818182
3,MT208PN41089,12053,15633,1424.5027311253102,3876.4226168090063,23323.047988966704,195.9824729738374,539.2632573168431,16622,0.44009467152817755
4,MT208PN41011,13755,15567,214.48560447410856,1144.89223866633,13184.269383848316,195.17986766878653,458.5078632670868,11443,0.5209096164964347
5,MT208PN41077,11262,3450,82.54173493201765,351.322019295754,4157.56319216467,184.27623188405798,507.2812117099521,5313,0.6144927536231884
6,MT208PN41083,8596,6636,521.8705139391578,1304.9446361450844,12087.864981778457,110.25994575045208,291.83375733776535,2864,0.23749246534056662
7,MT208PN41055,7255,10288,4582.251337316444,11143.452378378739,58081.71403106521,139.94080482115086,286.8936053661258,3231,0.30384914463452567
8,MT208PN41059,14252,17621,145.1563550988792,413.11156013150327,4060.6619533699277,108.37767436581352,323.2407201570469,8062,0.6134158106804382
9,MT208PN41076,15372,18295,68.53276944602581,332.3405848119916,4052.735234374776,170.39874282590873,377.68348461223866,6079,0.6411587865537032
10,MT208PN41009,18114,18888,44.151311804542885,165.38085005018067,3649.832193060881,183.01027107157984,334.41451172241415,4597,0.5468551461245235
11,MT208PN41060,17765,7489,92.40444738515168,249.08610448981483,2075.2183834298244,186.12591801308585,364.94225947668036,6546,0.3391641073574576
12,MT208PN41040,13741,15284,65.45634141900075,318.6029823394282,4987.1466540671645,146.17933786966762,443.5169417722706,6095,0.7070138707144726
13,MT208PN41037,12468,12647,92.89620983207134,398.8174886965543,4643.8757368334145,280.46232308057245,843.4163921502325,29014,0.3944809045623468
14,MT208PN41027,12172,14268,119.62123221411322,472.16361290308106,5484.654272718271,111.2551163442669,325.5206073076251,6162,0.6735351836276984
15,MT208PN41013,10377,11476,66.76394028741383,220.85422052966535,3178.1502875100164,161.1057859881492,515.174619184252,6463,0.6455210874869293
16,MT208PN41024,11923,12923,159.31909082930994,504.70381476882204,5328.191979327726,142.6854445562176,309.89642918579995,9027,0.5285150506848255
17,MT208PN41042,18118,9247,44.37233486334894,121.25722445495572,2158.6015371434864,342.23229155401754,642.230248693356,9960,0.32237482426732994
18,MT208PN41092,12410,10958,141.53347613165857,417.42136466333454,12397.474847973754,224.04882277787917,474.71254526063956,5464,0.3325424347508669
19,MT208PN41088,13683,14537,82.89914002390879,315.9135461097986,4838.274190409579,220.35777670771137,562.5197421927181,14823,0.4857948682671803
20,MT208PN41038,13776,15334,28.63002909421158,122.2267227490686,1909.2821364547176,127.43713316812313,293.9948702865709,5246,0.717555758445285
21,MT208PN41041,14290,18890,2100.5956215998262,8252.715255096298,55370.27596435351,225.8430386447856,599.6732071766116,8911,0.5404446797247221
22,MT208PN41054,13246,14340,53.323316395631615,190.94424243210207,2614.548448053404,161.62691771269178,389.02646434251716,8327,0.5887029288702929
23,MT208PN41061,15904,16592,68.61239073796862,354.39768991471,5926.8800702263,139.07304725168757,321.5766775041831,6529,0.6372348119575699
24,MT208PN41048,8931,15977,14226.96065815977,28567.223747599077,122955.62750493636,98.3653376729048,268.85164103977354,5813,0.2839081179195093
25,MT208PN41006,11102,13374,344.8488309088386,1387.3483901659777,14638.644211510304,190.1705548078361,470.67230089744857,7145,0.48998055929415285
26,MT208PN41049,16144,17395,26.77701928053637,108.88320155342024,2118.9478127244474,128.1116412762288,326.10334358613,10294,0.6949698189134809
27,MT208PN41005,14920,13734,72.90142497790195,277.0309124742491,3594.627350546294,195.92529488859765,407.1634872930448,7344,0.4437891364496869
28,MT208PN41030,12724,13522,108.82102931931429,360.9719444557829,4447.513363036312,169.68444017157225,421.90283333603213,7128,0.5481437657151309
29,MT208PN41045,15157,16334,77.5363719331428,325.32908844118026,5239.869206951615,188.77770295089996,464.9533667696611,6429,0.5579160034284315
30,MT208PN41010,12435,15829,200.35822761344588,672.3183279934327,7458.810883617861,226.02640722724115,415.0359533402195,6862,0.39497125529092175
31,MT208PN41020,13930,14264,31.642653917790444,120.72966953996163,2779.540173512256,168.67098990465507,440.8299230984258,6278,0.6658721256309591
32,MT208PN41029,9794,11112,207.31667637828534,666.668050195136,6897.433187854181,150.0022498200144,385.3447862584807,6030,0.5256479481641468
33,MT208PN41007,7267,7113,46.300964969023575,202.31502150202283,3440.872439293607,98.62533389568397,223.2887281315805,3264,0.7442710530015465
34,MT208PN41058,11672,13701,148.01363165334288,639.2576182371859,7805.523453407751,139.69250419677397,350.27132731426855,6929,0.6349171593314357
35,MT208PN41075,10573,14254,7633.094581113765,20250.03393015593,93584.61303563333,121.83127543145784,462.18501689547406,14090,0.5014031149151116
36,MT208PN41091,17917,18905,104.79123417135371,393.87751424917644,5591.850888334229,125.44379793705369,279.0612921724563,4581,0.594498809838667
37,MT208PN41032,11380,14516,188.19301949711436,611.0216058694274,12652.38709455677,186.0800496004409,367.9615437009201,4814,0.46527969137503444
38,MT208PN41085,14462,13720,48.92629733555385,152.774087969397,3268.815466151546,179.02062682215742,356.27418123268234,4397,0.4977405247813411
39,MT208PN41039,13361,13740,37.763464968294144,131.47588219248115,2147.072658295476,208.07590975254732,382.2728521177502,5213,0.5228529839883551
40,MT208PN41023,12157,14522,85.91947320931902,317.14178724573566,3782.992838023135,172.87398429968323,431.4257348300933,16206,0.5061974934582013
41,MT208PN41064,10625,12219,294.77441132614297,1269.8105351819195,13539.436791864744,175.53146738685655,309.7771233700397,3564,0.39013012521482937
42,MT208PN41082,9383,10775,374.58553225156675,1087.7023521935178,8006.165200476537,151.68027842227377,452.62019475664874,10110,0.44816705336426915
43,MT208PN41036,11964,12906,92.15133788191471,352.078124774341,4545.839279956247,126.80032543003254,265.4241307711434,5896,0.535177436851077
44,MT208PN41087,11364,12498,69.87675659546828,391.75679548086936,5836.149082209773,181.16626660265644,593.0615624389552,14558,0.695071211393823
45,MT208PN41081,12470,13452,30.247200063002442,110.10228351966616,1907.7922338762216,163.25126375260183,353.6278119760272,6512,0.6157448706512043
46,MT208PN41018,15250,14111,82.40886331491221,340.05272126310507,6395.565236925133,214.05676422648997,407.7874360244164,5430,0.4572319467082418
47,MT208PN41084,13399,14621,33.30764235065059,114.54798682143556,2143.3374814069443,225.98659462417072,507.6257828286682,11193,0.5099514397100061
48,MT208PN41056,11073,13338,167.51782368773428,504.5202946366481,5949.286460323204,144.32531114110063,378.69197436256235,6612,0.5137951716899085
49,MT208PN41086,13657,12785,37.598908512788455,118.34416633489575,2268.6299491344475,129.40312866640593,246.9812145057219,3414,0.5826359014470082
50,MT208PN41019,13331,14754,50.70357851994936,278.6427254122682,9777.500353544538,212.284871899146,633.808172042861,12108,0.5658126609732954
51,MT208PN41012,13541,14979,35.21632523960307,113.22985430982871,1554.5372777980874,208.1668335669938,437.8511268973163,7729,0.5418252219774351
52,MT208PN41051,14199,15728,51.33520068754369,268.5541458424296,4237.345314477788,148.87061291963377,310.92943620565507,4630,0.6527212614445574
53,MT208PN41050,15240,16154,41.245968138230246,150.22756653083061,2028.7673970210708,180.0770706945648,467.53176447070587,7146,0.5880277330692089
54,MT208PN41068,13391,15273,106.1849434742435,463.37618528257246,5752.325111778294,121.89661494139986,261.0021522322149,4063,0.6639167157729327
55,MT208PN41070,14503,14658,23.506907699751668,113.40080566678695,2908.5209038105136,129.93123209169053,289.448875332818,6730,0.7097830536225952
56,MT208PN41080,14990,15648,130.52453371025558,799.9365251111966,10673.47056836326,149.94363496932516,303.87877468888627,3881,0.596497955010225
57,MT208PN41033,13869,16743,125.31563568998024,600.0250967297798,8649.06921702453,328.61452547333215,760.6090492445602,12175,0.4543391267992594
58,MT208PN41015,12618,13564,57.50264068047756,238.7628826773865,3479.2033556485408,162.47183721616042,447.03248465377567,15707,0.614420524918903
59,MT208PN41073,10882,11751,2125.1998499112033,6038.826871992771,36404.365549060196,193.9483448217173,641.1969261116941,7661,0.33512041528380565
60,MT208PN41072,15423,17542,79.80754953187466,329.64087278881783,4890.033481215538,159.56310568920304,353.7724292343213,6196,0.6050051305438376
61,MT208PN41052,16486,15226,45.2994308124738,158.50070539938156,3342.194573272645,118.51392355181926,220.59265990593283,3498,0.6060685669249967
62,MT208PN41008,15921,17034,22.428210422619422,96.25906999475326,2289.1160340377846,123.34783374427616,296.86476626510256,8610,0.708817658800047
63,MT208PN41017,15802,17076,85.57567336886551,521.586246879867,8219.135286098333,137.83813539470603,277.95325271299794,5796,0.5665846802529867
64,MT208PN41035,15928,17263,33.11093061787368,132.53302088346211,2273.9421848202733,157.41365927127381,424.0180931056551,5980,0.6759543532410357
65,MT208PN41090,3179,4633,1062.005424350481,2664.651536772074,16704.815801114724,230.03410317289013,470.16752588665764,4514,0.3108137276063026
