,id,Tobii Fixations,New Fixations,Mean Position Difference,StdDev Position Difference,Max Position Difference,Mean Duration Difference,StdDev Duration Difference,Max Duration Difference,Match Score
46,MT208PN41018,15250,13244,42.494034838376194,197.16743534000443,2881.4022919758368,213.79054666263968,398.3253654002788,5430,0.48172757475083056
47,MT208PN41084,13399,14173,33.4006482973191,151.66697741550269,3048.2920688081203,226.0062795456149,512.85837051631,11193,0.5185211317293446
48,MT208PN41056,11073,12001,80.84953758506057,258.6846498657715,3057.7458155178397,144.65686192817265,394.42315573206,6612,0.5677860178318473
49,MT208PN41086,13657,12434,33.52200401015122,115.47122285906926,1701.7390801547824,133.60205887083802,245.98975724880913,3414,0.5940968312691008
50,MT208PN41019,13331,14270,44.38615011048912,225.37731188800197,4238.805624187147,210.0947442186405,647.7582434593741,12108,0.5990189208128942
51,MT208PN41012,13541,15045,61.76832139543267,303.51698336375006,5067.856858855445,213.43030907278165,446.1655459528648,7729,0.5385842472582253
52,MT208PN41051,14199,15051,20.322161869669664,74.4203157382112,1617.569859387841,146.05102650986646,303.9071137249271,4630,0.6786924456846721
53,MT208PN41050,15240,15855,46.387479086378114,210.4845555494626,3728.433667827848,183.17477136549985,464.13168353383554,6979,0.5953327026174708
54,MT208PN41068,13391,14604,78.15432613997407,408.4734219365202,5965.095570183977,125.47932073404547,264.6172624511833,4063,0.6927554094768557
55,MT208PN41070,14503,14498,19.0373508434609,98.14495502387999,3074.664412475677,130.52745206235343,290.4409671736273,6730,0.7176851979583391
56,MT208PN41080,14990,14326,32.329983531548976,153.05849729066796,3447.459496514413,144.59381544045792,288.8380017855105,3881,0.6381404439480665
57,MT208PN41033,13869,16704,156.53393559198668,772.4781249652648,11260.84450993479,324.7833453065134,745.2478338564536,12175,0.45534003831417624
58,MT208PN41015,12618,13517,77.40691271166055,352.7891738958986,4842.426591787084,164.18517422504993,430.6771802412985,15707,0.6158911000961752
59,MT208PN41073,10882,10846,6792.658659798033,17528.929106008574,79096.3176032679,251.35395537525355,628.3829112726906,7661,0.36216116540660154
60,MT208PN41072,15423,16442,37.9899033773408,140.861228103497,1910.5229600734572,149.25586911567936,324.94887778838284,6196,0.6414669748205815
61,MT208PN41052,16486,14598,77.55242089146572,464.15039278182394,6936.184667586848,110.32545554185505,218.29208119883734,3498,0.627003699136868
62,MT208PN41008,15921,16726,19.901428262397168,84.07196150598713,2335.0173054687993,119.97632428554347,297.24414877084047,8610,0.7124237713739089
63,MT208PN41017,15802,16431,180.964477506228,1032.5479954758594,11312.173990112387,133.58450489927577,273.0776271425407,3631,0.5924776337410992
64,MT208PN41035,15928,16862,26.103619430967385,111.63749844217772,2622.7679350329204,154.16362234610366,424.54528156100736,5980,0.6903095718182897
65,MT208PN41090,3179,3707,602.7990019950059,1776.799061934966,11144.696961726953,235.46641489074725,444.1890585831057,4514,0.3868357162125708
