,id,Tobii Fixations,New Fixations,Mean Position Difference,StdDev Position Difference,Max Position Difference,Mean Duration Difference,StdDev Duration Difference,Max Duration Difference,Match Score
0,MT208PN41043,11981,12516,18.820013566148464,80.55408239397144,1976.0617399261594,150.48897411313519,354.34498259311135,7778,0.7030201342281879
1,MT208PN41016,12212,13014,147.4263409673785,565.049193103068,6278.514159452104,168.03104349162442,534.7494929817433,10160,0.6254802520362687
2,MT208PN41053,16595,4572,63.656429359990454,159.4818807358687,1702.1152281793381,498.4153543307087,1087.8900276286836,9477,0.2331583552055993
3,MT208PN41089,12053,12761,88.11976755804014,462.9291089759151,7589.2286908758015,206.71412898675652,555.9713048127022,16573,0.5396912467674947
4,MT208PN41011,13755,14914,128.68861404559192,640.4642661276864,6699.187163669994,199.85443207724285,463.3868062820636,11443,0.5473380716105672
5,MT208PN41077,11262,3268,34.84692473490133,140.2822293292742,2234.2473140487,192.4155446756426,507.97431835278473,5313,0.6594247246022031
6,MT208PN41083,8596,4558,306.0099665518763,867.0866230658273,7028.398476366125,146.46731022378236,273.86396913671774,2864,0.34422992540587977
7,MT208PN41055,7255,6992,112.67648059421283,420.0010833653795,4544.498940572601,193.36141304347825,303.5022034302541,3231,0.4287757437070938
8,MT208PN41059,14252,15912,85.47158951876119,294.06899082522176,3011.398744451039,102.12229763700351,301.58999259013507,4480,0.6769105077928608
9,MT208PN41076,15372,17629,23.736895161300435,104.25926594270625,2585.239834135317,167.65556753077317,372.9387889800991,6079,0.6662317771853197
10,MT208PN41009,18114,17860,36.96565183173089,180.63598130965488,3543.275388977002,182.59356103023515,328.53090454947153,4597,0.5724524076147817
11,MT208PN41060,17765,6496,39.06518137373802,113.12078550243366,1585.4211585569305,212.2550800492611,380.78204915030386,6546,0.374692118226601
12,MT208PN41040,13741,14544,33.264551767402054,192.7319093899717,3487.1328254289024,143.7755088008801,431.0124194533882,6095,0.7413366336633663
13,MT208PN41037,12468,11950,35.25074279538154,110.7928658164724,1505.9614868913482,282.09581589958157,864.7344687998798,29014,0.4171548117154812
14,MT208PN41027,12172,13409,80.66278831679172,358.1556074383494,4659.827485270449,112.22947274218808,327.6024088338249,6162,0.717428592736222
15,MT208PN41013,10377,10544,41.30203220536525,170.6429098279564,3177.654008856219,154.97885053110775,482.43596702600604,6463,0.7070371775417299
16,MT208PN41024,11923,11632,66.333798766139,276.5975260660086,3677.675295878196,146.75103163686381,318.1543464840511,9027,0.5865715268225584
17,MT208PN41042,18118,9067,45.77487512648269,159.26262333292465,4959.301693424328,344.63902062424177,644.8546064777616,9960,0.32425278482408737
18,MT208PN41092,12410,9496,201.21413676751237,981.5506003658701,10498.890721461516,255.02327295703455,472.1924307361916,5464,0.3653117101937658
19,MT208PN41088,13683,13591,45.946324600769316,157.36238134778873,1900.6237233561858,228.5071002869546,564.1629504626936,14823,0.5132072695165919
20,MT208PN41038,13776,14685,14.86256240689125,61.25462611320427,1656.019323558756,125.27197820905685,285.5009507844248,5246,0.7463398025195778
21,MT208PN41041,14290,16123,52.995968298650155,237.445115842178,3076.7140279275936,193.89046703467096,485.52518190271286,8911,0.631086026173789
22,MT208PN41054,13246,13751,88.9989799312783,562.6119559253985,7946.494811010227,156.74140062540906,375.5247880504086,8327,0.6267180568685914
23,MT208PN41061,15904,15924,54.12897057119054,346.7200919895485,5895.939434767293,139.7690278824416,318.650019017304,6529,0.6634639537804572
24,MT208PN41048,8931,10441,2676.7473537989313,6577.639796950213,33520.76025321916,117.07020400344794,311.0899456278012,5813,0.44650895508093097
25,MT208PN41006,11102,11323,77.66912917432455,318.8427228692245,4238.670483397613,196.19093879713856,482.06956523283696,7145,0.5770555506491213
26,MT208PN41049,16144,16705,17.52245445857847,77.15789832833788,2119.70832815019,123.75576174797965,328.7837126321556,10294,0.7235558216102963
27,MT208PN41005,14920,12925,42.051466608342864,152.2743409634677,3107.6353148334506,203.91636363636363,417.7886240180839,7344,0.4735009671179884
28,MT208PN41030,12724,12583,100.38139449356248,416.49126948557915,5206.8247177519925,176.76182150520543,398.0879344949848,6879,0.5812604307398872
29,MT208PN41045,15157,15571,41.96882480065442,162.37815946698294,2630.5221087859604,198.3201464260484,477.4019914352827,6429,0.5817866546785692
30,MT208PN41010,12435,14327,131.52841128993944,662.6029390515839,10251.037966478247,235.6903748167795,417.84663242558884,6862,0.4411949466043135
31,MT208PN41020,13930,14019,31.053722442227354,125.31600143803976,1868.0439636154176,171.80055638775946,468.8219028890942,6513,0.6794350524288466
32,MT208PN41029,9794,10302,151.17764638708528,612.6719607558365,7758.562454609837,141.7268491555038,387.8482085838742,6030,0.5807610172781984
33,MT208PN41007,7267,6704,21.105735503114417,102.61615043851803,2047.898843326325,96.58159307875896,212.59949985873172,3264,0.7859486873508353
34,MT208PN41058,11672,12732,44.35006206680683,171.9664843764318,2176.3020240766214,143.9282123782595,355.2310806661363,6179,0.6798617656299089
35,MT208PN41075,10573,10485,36.554837128215546,159.76836167315784,2581.7818474591554,153.37491654744875,527.5361265602886,14523,0.6822126847877921
36,MT208PN41091,17917,16715,26.69178392000425,101.44602754626756,1363.1262734381392,130.95166018546215,282.3535775274194,4647,0.6635955728387676
37,MT208PN41032,11380,13204,163.42371032996903,703.7004179580555,8024.124261224615,198.15109057861255,355.4458462116083,4814,0.5066646470766435
38,MT208PN41085,14462,13321,37.45899704449061,115.99258555037034,1263.6178219699182,173.91442083927632,334.2034526821687,4397,0.5333683657383079
39,MT208PN41039,13361,13463,28.647398380284685,92.19676074333236,2147.072658295476,208.70890589021764,381.92068775601945,5213,0.533536358909604
40,MT208PN41023,12157,13739,53.466803592655864,224.8158208186136,3451.105976339712,176.67159181890966,406.3371842293673,15123,0.534463934784191
41,MT208PN41064,10625,9575,43.64902186015943,146.94040605581563,2154.461939789144,186.00062663185378,302.5890390930276,3564,0.4747780678851175
42,MT208PN41082,9383,10024,602.0075499055722,2060.205274488519,16232.892039840808,168.16809656823622,448.57039182753687,10110,0.49850359138068634
43,MT208PN41036,11964,11929,56.45681455840425,222.80185529123887,3219.262725520296,132.60147539609355,261.97364737703975,5896,0.5718836448989857
44,MT208PN41087,11364,12213,26.84966788282683,121.31625487710131,2225.0020057576494,175.67428150331614,591.9773267196861,14558,0.7139114058789814
45,MT208PN41081,12470,13021,21.405352893037865,70.38501258158699,1278.3509885786455,161.30788725904307,347.26177502677325,6512,0.6358958605329852
46,MT208PN41018,15250,13143,35.60501757896098,162.1709224332472,3007.849968397633,217.01498896751121,393.2679783699245,5430,0.48383169748154914
47,MT208PN41084,13399,14093,24.778855681636518,87.059544088027,1251.8620690254954,225.55999432342298,510.73113025734995,11193,0.5289860214290782
48,MT208PN41056,11073,11771,84.75696864569242,308.6205412836939,3609.7162620218933,148.12369382380427,388.39776415581963,6612,0.5807492991249681
49,MT208PN41086,13657,12201,31.2413876867589,111.15474625236631,1513.5154180288414,137.14654536513402,244.03660000203453,3414,0.600770428653389
50,MT208PN41019,13331,14328,60.229343124615646,439.8507461343901,7932.925775258134,206.6313512004467,638.575671730263,12108,0.6076214405360134
51,MT208PN41012,13541,14704,33.56789949796035,124.67020712666096,2252.489854125261,210.04842219804135,438.69318572622575,7729,0.5505984766050055
52,MT208PN41051,14199,15051,19.706555337451697,74.10413070556977,1617.569859387841,147.44289415985648,301.75809344270715,4630,0.6838083848249286
53,MT208PN41050,15240,15648,28.489974442646773,110.17873144210668,2200.224640577989,182.74616564417178,461.99171523904016,6979,0.6096625766871165
54,MT208PN41068,13391,14248,39.76291142608384,214.80929172677352,3484.7521037343745,124.77091521617069,267.3680267452792,4063,0.7101347557551937
55,MT208PN41070,14503,14453,20.437005504062434,135.89029446572377,3817.36216340814,131.23150902926727,288.6599524405847,6730,0.7199197398463987
56,MT208PN41080,14990,13910,26.531744905142432,118.77090831093639,2746.7078930967523,143.53953989935297,285.2945480270109,3881,0.6546369518332135
57,MT208PN41033,13869,15851,44.70607217402541,134.81316866025227,2011.8949543903475,335.92877420982904,762.6587105561773,12175,0.4769415178853069
58,MT208PN41015,12618,13445,73.21276461464731,334.6618311640309,4787.124736466345,167.90435105987356,444.35434041254814,15707,0.6214206024544441
59,MT208PN41073,10882,8411,71.49652611852905,242.28053342088992,2572.691775026142,301.49328260611105,702.6631530417313,7661,0.46474854357389134
60,MT208PN41072,15423,16077,27.657050360052573,110.83763060837359,2141.6005180919256,153.20519997511974,325.8837096309877,6196,0.6559681532624246
61,MT208PN41052,16486,14369,72.6894533870337,459.1003683710637,6790.065752789953,111.60797550281856,216.46648904964826,3498,0.6383186025471501
62,MT208PN41008,15921,16773,17.040308602272344,70.61827984507526,2333.0472841787705,119.19996422822393,293.7479933241177,8610,0.7241399868836821
63,MT208PN41017,15802,16265,97.30259323148546,580.7382308564369,7481.998353394354,131.87377805102983,261.2201618172499,3631,0.6221334153089456
64,MT208PN41035,15928,16818,23.99301144631587,99.65820489466667,2184.5807378076006,154.83345225353787,424.75533999280793,5980,0.6927101914615293
65,MT208PN41090,3179,3112,191.08020925956754,876.4133761258005,7765.95153315977,239.21240359897172,455.2612129800805,4514,0.4662596401028278
