ID,Group,DurationDay2,DurationInteractionDay2,DurationBrowsing,TimeSpentWithContentOverall,TotalTimeWithContent ,TimePageRelSG,TimePageIrrelSG,ProportionTimeRelSGOverReading,ProportionTimeIrrelSGOverReading,TotalTimeWithRelTextContent,TotalTimeWithRelFullContent,TotalTimeWithIrrelTextContent,TotalTimeWithIrrelFullContent,NumberSG,TotalTimeSettingSG,AverageTimeSettingSG,NoteTakingDuration,NoteCheckingDuration,NoteTakingNum,NoteCheckingNum,SummaryAddedNumber,TimePaperNotes,TimeINF,TimePKA,TimeSummary,SGValidated,SGAttempted,FlagWorkedWithoutSubgoal,SGChanged,RatioPagesRelevantToInitialSubgoal1ReadWhenSubgoal1Active,RatioPagesRelevantToInitialSubgoal2ReadWhenSubgoal2Active,RatioPagesRelevantToInitialSubgoal1ReadAtAnytime,RatioPagesRelevantToInitialSubgoal2ReadAtAnytime,numPLAN,numSUMM,numTN,numMPTG,numRR,numCOIS,numPKA,numJOL,numFOK,numCE,numINF,AVGNumSRLperPagetoSG0Active,AVGNumSRLperPagetoSG1Active,AVGNumSRLpePagetoSG0AnyTime,AVGNumSRLpePagetoSG1AnyTime
MT208PN41005,Control,6398118,4969368,4246258,3917773,3614490,3174049,440441,0.87825124515772,0.12174875484228002,2777821,286790,3016,61347,6,1292,215,0,0,0,0,0,5063,0,753201,0,5,6,True,10,0.7777777777777778,0.15,1.0,0.7,10,0,0,6,0,0,0,1,0,0,0,0.0,0.05,0.3333333333333333,0.45
